gene_id,phyloP_cds,phyloP_gene_body,phastCons_cds,phastCons_gene_body
ENSG00000109471,0.805784,0.261699,0.369002,0.103044
ENSG00000109511,3.188153,0.036578,0.916587,0.056095
ENSG00000109519,3.501916,0.058235,0.769009,0.081839
ENSG00000109534,4.202001,0.383951,0.910619,0.108301
ENSG00000109576,3.102206,0.165637,0.769830,0.091490
ENSG00000109606,5.414377,0.357772,0.972950,0.115139
ENSG00000109625,2.750956,-0.194153,0.684125,0.067384
ENSG00000109674,2.552359,0.216102,0.668623,0.121820
ENSG00000109684,1.008147,-0.073937,0.426919,0.038819
ENSG00000109705,1.942760,0.510047,0.597588,0.255461
ENSG00000109738,5.026288,0.085396,0.914949,0.066723
ENSG00000109787,3.639025,0.244327,0.848192,0.122803
ENSG00000109805,3.189329,0.416228,0.811893,0.137772
ENSG00000109832,3.675740,0.268795,0.802243,0.096040
ENSG00000109851,3.875950,1.978270,0.835202,0.509512
ENSG00000109861,3.376528,0.138786,0.708362,0.074771
ENSG00000109881,1.602418,0.261202,0.635773,0.133778
ENSG00000109906,4.599457,0.276385,0.875393,0.150476
ENSG00000109911,3.020974,0.316560,0.800427,0.145955
ENSG00000109920,3.147429,0.257507,0.808552,0.117563
ENSG00000109943,1.241345,0.046693,0.459373,0.064702
ENSG00000109944,1.109349,0.169605,0.390934,0.104490
ENSG00000109991,3.245398,0.014423,0.793580,0.082898
ENSG00000110002,1.705781,0.114258,0.553161,0.106273
ENSG00000110013,2.106086,0.224905,0.601167,0.111666
ENSG00000110031,3.075983,0.127575,0.699187,0.090625
ENSG00000110042,3.705611,0.148641,0.751870,0.097404
ENSG00000110057,3.476287,0.355862,0.760703,0.130675
ENSG00000110060,2.962147,1.795270,0.737960,0.454932
ENSG00000110063,3.111912,-0.012578,0.778745,0.068598
ENSG00000110074,3.032866,0.475457,0.698014,0.150253
ENSG00000110079,0.025506,-0.115250,0.223435,0.031449
ENSG00000110092,4.430705,0.304784,0.925818,0.203100
ENSG00000110107,5.107906,0.437036,0.909455,0.138923
ENSG00000110108,1.497192,0.302512,0.598674,0.188467
ENSG00000110172,3.973234,0.202808,0.924559,0.089558
ENSG00000110195,2.388851,0.394186,0.574690,0.139287
ENSG00000110200,4.668725,1.433600,0.938490,0.318668
ENSG00000110218,2.842861,0.016525,0.702506,0.072456
ENSG00000110237,3.128552,0.383069,0.707119,0.138853
ENSG00000110244,0.926892,0.372077,0.404909,0.218466
ENSG00000110318,1.319617,0.197552,0.462994,0.103778
ENSG00000110324,0.675397,0.029734,0.340739,0.092328
ENSG00000110328,4.876272,0.096748,0.938468,0.083208
ENSG00000110344,5.087934,0.661470,0.945844,0.166926
ENSG00000110367,6.214851,0.307337,0.991891,0.089733
ENSG00000110395,4.347478,0.204803,0.876027,0.117487
ENSG00000110400,4.059475,0.150833,0.915656,0.123399
ENSG00000110429,4.086298,0.395244,0.926420,0.151006
ENSG00000110435,3.226918,0.164961,0.771045,0.088086
ENSG00000110442,3.282613,0.126061,0.830456,0.105662
ENSG00000110448,0.670653,-0.148692,0.388284,0.047284
ENSG00000110583,4.960239,0.196977,0.903338,0.096068
ENSG00000110660,3.336542,0.086899,0.765530,0.077416
ENSG00000110675,4.645324,0.293323,0.948865,0.132295
ENSG00000110693,5.642260,0.560057,0.983933,0.210227
ENSG00000110696,3.874652,0.295243,0.985126,0.148904
ENSG00000110697,3.402097,0.946102,0.750799,0.269705
ENSG00000110711,3.369772,0.368920,0.784067,0.141351
ENSG00000110768,5.137674,0.320615,0.979258,0.102543
ENSG00000110777,2.949713,0.220268,0.828720,0.112449
ENSG00000110786,3.234463,0.153245,0.826430,0.099094
ENSG00000110811,2.208137,0.376794,0.631901,0.159938
ENSG00000110844,4.058022,0.759706,0.896670,0.233179
ENSG00000110848,0.721667,0.078953,0.354692,0.064933
ENSG00000110852,-0.035147,0.040551,0.186396,0.044760
ENSG00000110880,4.817448,0.159578,0.888718,0.091575
ENSG00000110881,4.586985,0.488745,0.915489,0.165244
ENSG00000110900,3.475557,-0.145979,0.801379,0.040383
ENSG00000110906,5.001306,0.073067,0.899688,0.062345
ENSG00000110921,2.729703,-0.045819,0.696511,0.075895
ENSG00000110944,1.279874,0.806082,0.611570,0.381632
ENSG00000110975,4.242918,0.173062,0.907113,0.070690
ENSG00000110987,4.174293,-0.026236,0.895922,0.072201
ENSG00000111011,4.483111,0.447395,0.965044,0.157581
ENSG00000111012,2.800368,1.134180,0.692111,0.306248
ENSG00000111046,4.021761,2.411700,0.910931,0.586845
ENSG00000111049,3.616490,1.687820,0.833555,0.429300
ENSG00000111057,2.698723,0.906280,0.658878,0.270643
ENSG00000111087,2.534752,1.042180,0.621296,0.281989
ENSG00000111110,4.231462,0.066919,0.915955,0.071564
ENSG00000111144,4.099687,0.293871,0.907016,0.099030
ENSG00000111181,3.287734,0.131869,0.709985,0.091680
ENSG00000111186,4.889764,0.303028,0.896629,0.129598
ENSG00000111196,5.375108,0.415405,0.963403,0.125191
ENSG00000111199,3.800924,0.206601,0.831285,0.098604
ENSG00000111206,2.610840,0.407745,0.711073,0.166952
ENSG00000111218,5.453776,0.017953,0.933330,0.069431
ENSG00000111229,5.252996,0.225774,0.956775,0.103708
ENSG00000111237,5.886893,0.571782,0.974863,0.174196
ENSG00000111241,3.994973,0.069967,0.915335,0.099701
ENSG00000111245,5.032432,0.226337,0.895773,0.096070
ENSG00000111252,2.151875,-0.015372,0.577574,0.070790
ENSG00000111266,3.429987,0.176811,0.789200,0.081038
ENSG00000111269,4.996338,0.249937,0.943552,0.149408
ENSG00000111271,2.026991,0.063517,0.687703,0.086277
ENSG00000111276,3.356236,2.019540,0.898235,0.591302
ENSG00000111291,2.375662,0.357204,0.666712,0.158066
ENSG00000111335,0.405296,-0.040938,0.292199,0.111636
ENSG00000111339,1.165336,0.157318,0.426209,0.078772
ENSG00000111344,3.172196,0.125004,0.785759,0.093273
ENSG00000111364,4.179668,0.283066,0.832134,0.108291
ENSG00000111404,3.165321,0.325852,0.882806,0.137435
ENSG00000111405,2.748261,0.208490,0.685638,0.105446
ENSG00000111424,4.047030,0.112531,0.800186,0.075536
ENSG00000111445,4.777044,0.315509,0.872944,0.112780
ENSG00000111536,1.349069,0.059404,0.639131,0.096473
ENSG00000111537,0.628570,0.195422,0.319086,0.092088
ENSG00000111602,3.169734,0.706497,0.751757,0.201404
ENSG00000111605,5.282861,0.610472,0.974993,0.194070
ENSG00000111615,3.956288,0.434308,0.903727,0.120408
ENSG00000111640,5.116448,1.502000,0.911308,0.362507
ENSG00000111647,3.455518,0.244941,0.856474,0.127040
ENSG00000111665,1.595454,0.740502,0.669903,0.322579
ENSG00000111667,4.911646,1.010330,0.927823,0.248446
ENSG00000111684,3.832828,0.205800,0.861455,0.109841
ENSG00000111707,4.927089,0.117040,0.937669,0.083214
ENSG00000111711,5.526263,0.324601,0.961212,0.113118
ENSG00000111726,3.456044,0.310589,0.909111,0.111237
ENSG00000111729,0.297181,0.051296,0.310397,0.065126
ENSG00000111732,4.120150,0.224216,0.883485,0.096272
ENSG00000111775,2.756514,0.429509,0.679752,0.147554
ENSG00000111785,4.316356,0.323562,0.978702,0.149264
ENSG00000111790,4.465263,0.533993,0.937908,0.152231
ENSG00000111796,0.274096,-0.007016,0.251656,0.039166
ENSG00000111802,2.630072,0.222621,0.690590,0.090183
ENSG00000111816,3.416937,0.188912,0.761380,0.098550
ENSG00000111834,2.373503,0.438174,0.616545,0.147658
ENSG00000111845,2.939849,0.258342,0.701313,0.110571
ENSG00000111846,2.210367,0.040710,0.570445,0.062573
ENSG00000111875,5.568072,0.419644,0.982634,0.133176
ENSG00000111880,4.858486,0.195049,0.976183,0.138158
ENSG00000111885,3.839816,0.164234,0.839121,0.089658
ENSG00000111886,4.295960,0.187037,0.884468,0.098901
ENSG00000111897,4.946452,0.333707,0.931639,0.121437
ENSG00000111906,3.609635,0.078089,0.801897,0.077471
ENSG00000111907,3.636861,0.051261,0.866359,0.062752
ENSG00000111911,2.374867,0.169906,0.648463,0.097132
ENSG00000111962,4.424600,0.066048,0.923700,0.077820
ENSG00000112029,1.769374,0.199366,0.637079,0.114873
ENSG00000112033,4.794963,0.332855,0.912670,0.109129
ENSG00000112039,1.088854,0.110440,0.494163,0.097567
ENSG00000112053,1.182372,0.101079,0.511203,0.084557
ENSG00000112062,5.152963,0.227142,0.914963,0.117440
ENSG00000112077,3.169455,0.125923,0.675921,0.066050
ENSG00000112079,5.448841,0.283793,0.952030,0.117077
ENSG00000112081,5.481153,2.039250,0.942738,0.503705
ENSG00000112110,2.156806,0.145694,0.679554,0.112841
ENSG00000112115,1.345882,0.327889,0.408269,0.120084
ENSG00000112116,1.083891,0.089624,0.391781,0.071644
ENSG00000112118,4.384084,0.514331,0.896230,0.133862
ENSG00000112144,3.699359,0.216343,0.848732,0.086817
ENSG00000112149,1.165130,0.039005,0.495529,0.092038
ENSG00000112164,3.232878,0.076698,0.803468,0.093903
ENSG00000112167,1.979014,0.334998,0.552636,0.194807
ENSG00000112182,4.300068,0.360937,0.906923,0.147070
ENSG00000112186,3.812235,0.120807,0.822877,0.089068
ENSG00000112195,0.429832,-0.096593,0.259445,0.054196
ENSG00000112210,4.987107,0.252489,0.963751,0.087204
ENSG00000112212,1.570088,0.560838,0.560169,0.266028
ENSG00000112214,3.702998,0.392301,0.766412,0.124674
ENSG00000112232,4.177507,0.049237,0.962998,0.073989
ENSG00000112234,4.661800,0.390888,0.953000,0.151056
ENSG00000112238,2.469987,0.950798,0.601985,0.286621
ENSG00000112242,3.564725,0.116341,0.936255,0.099147
ENSG00000112245,5.852759,0.855416,0.976632,0.175557
ENSG00000112246,4.558708,0.419738,0.908446,0.167513
ENSG00000112276,4.032226,0.181454,0.880314,0.080097
ENSG00000112290,4.604563,0.451156,0.955460,0.176099
ENSG00000112293,2.100396,-0.013431,0.662192,0.055381
ENSG00000112294,3.542883,0.103028,0.735476,0.100310
ENSG00000112299,1.911454,0.173513,0.568168,0.113661
ENSG00000112304,3.265519,0.085643,0.737238,0.133558
ENSG00000112308,6.278340,0.355665,0.997117,0.094604
ENSG00000112319,5.557297,0.143543,0.964885,0.086993
ENSG00000112320,4.344895,0.553468,0.925932,0.234786
ENSG00000112335,5.409450,0.268252,0.978010,0.147428
ENSG00000112337,2.025077,0.185327,0.681083,0.100423
ENSG00000112343,0.674971,0.073111,0.265494,0.092186
ENSG00000112365,3.119447,0.385464,0.766682,0.135820
ENSG00000112378,2.722658,0.038882,0.773214,0.058601
ENSG00000112406,4.353559,0.261439,0.870868,0.105919
ENSG00000112425,3.472362,0.126995,0.835202,0.092246
ENSG00000112499,2.878781,0.018872,0.680271,0.088702
ENSG00000112531,5.401602,0.172997,0.981036,0.090885
ENSG00000112539,0.305884,-0.116453,0.260463,0.073101
ENSG00000112559,3.105054,0.096038,0.777236,0.107457
ENSG00000112561,3.966012,0.746526,0.886769,0.218249
ENSG00000112562,3.695720,-0.284528,0.826821,0.035633
ENSG00000112584,1.616979,-0.043718,0.499599,0.080705
ENSG00000112599,3.540965,0.176008,0.840462,0.089510
ENSG00000112619,3.743211,0.114783,0.825400,0.077493
ENSG00000112624,3.224795,0.240710,0.884798,0.113854
ENSG00000112658,3.932760,1.071930,0.895212,0.314033
ENSG00000112659,3.270763,0.624611,0.784530,0.193819
ENSG00000112667,2.013384,0.223010,0.604783,0.127886
ENSG00000112699,4.592282,0.085476,0.910169,0.091623
ENSG00000112706,1.826757,0.107021,0.574165,0.092098
ENSG00000112739,4.636781,0.357385,0.920060,0.117590
ENSG00000112761,3.187921,0.315488,0.744165,0.108657
ENSG00000112773,4.914983,2.834960,0.895327,0.583505
ENSG00000112782,4.567541,0.023475,0.892813,0.062389
ENSG00000112799,1.228025,-0.035170,0.515375,0.034954
ENSG00000112812,1.056437,0.056957,0.533647,0.125739
ENSG00000112837,3.989596,0.524042,0.801257,0.165070
ENSG00000112874,3.637402,0.688437,0.857837,0.183994
ENSG00000112893,3.511530,0.133098,0.809736,0.092133
ENSG00000112941,2.998524,-0.202780,0.747333,0.053979
ENSG00000112964,2.600218,0.137204,0.751245,0.091276
ENSG00000112981,3.742075,0.161184,0.901994,0.143406
ENSG00000112996,2.761563,0.552330,0.683248,0.168177
ENSG00000113068,4.498713,0.313560,0.971601,0.163634
ENSG00000113070,2.688872,0.462500,0.806341,0.206741
ENSG00000113083,3.276099,0.502726,0.767628,0.148959
ENSG00000113088,1.309673,0.222679,0.396023,0.115876
ENSG00000113119,2.610032,0.802130,0.775877,0.255331
ENSG00000113141,5.407482,0.755320,0.942932,0.173589
ENSG00000113161,4.603188,0.768963,0.863442,0.180409
ENSG00000113196,3.130920,0.874710,0.862428,0.306278
ENSG00000113240,4.416974,0.648116,0.973053,0.200490
ENSG00000113262,3.792885,0.544410,0.787910,0.175733
ENSG00000113269,4.211007,0.088047,0.957019,0.086572
ENSG00000113302,1.598866,0.226221,0.645934,0.122790
ENSG00000113319,4.610332,0.102059,0.864876,0.072814
ENSG00000113327,4.831608,0.099934,0.921627,0.066680
ENSG00000113361,4.263795,0.386116,0.873267,0.156291
ENSG00000113368,3.287085,0.105914,0.761222,0.078371
ENSG00000113369,5.645978,0.936303,0.969117,0.247832
ENSG00000113384,4.749513,0.156521,0.950512,0.081814
ENSG00000113396,2.582218,0.109955,0.604072,0.065968
ENSG00000113430,2.628919,0.489497,0.733996,0.261231
ENSG00000113441,3.118256,0.243468,0.764161,0.106879
ENSG00000113456,4.341452,0.688414,0.905377,0.159163
ENSG00000113460,3.700350,0.399573,0.840445,0.130781
ENSG00000113492,3.232785,0.087779,0.801455,0.079623
ENSG00000113520,0.411285,0.028009,0.260780,0.074197
ENSG00000113525,1.095973,0.448581,0.539313,0.185104
ENSG00000113532,4.640991,0.085294,0.966306,0.064793
ENSG00000113569,4.565761,0.283855,0.941740,0.104420
ENSG00000113583,1.820606,0.217891,0.541831,0.085814
ENSG00000113594,2.035401,0.097016,0.700929,0.086516
ENSG00000113595,5.295076,0.416003,0.970101,0.129223
ENSG00000113600,1.351063,0.097014,0.477317,0.088472
ENSG00000113643,4.475439,0.280861,0.903946,0.098073
ENSG00000113658,5.448200,0.427901,0.949517,0.119491
ENSG00000113719,5.167901,-0.049927,0.924179,0.053527
ENSG00000113721,3.065042,0.430770,0.769354,0.160386
ENSG00000113734,4.361841,0.143884,0.891171,0.078049
ENSG00000113749,2.303937,-0.027256,0.568380,0.062079
ENSG00000113790,2.582507,0.222061,0.684615,0.124549
ENSG00000113805,3.217531,0.064123,0.758786,0.073473
ENSG00000113838,3.528420,0.581732,0.849199,0.164781
ENSG00000113845,1.601876,0.152189,0.653359,0.122818
ENSG00000113889,0.830882,0.051787,0.351422,0.060599
ENSG00000113905,0.428816,0.023170,0.253830,0.061564
ENSG00000113946,3.020811,0.123565,0.806011,0.075123
ENSG00000114013,0.619215,0.144048,0.296047,0.085992
ENSG00000114021,4.159882,0.177119,0.880613,0.105318
ENSG00000114030,5.038617,0.262447,0.950708,0.150879
ENSG00000114113,3.441978,0.086902,0.828336,0.085177
ENSG00000114120,5.097836,0.346973,0.959994,0.123224
ENSG00000114124,3.218072,0.215168,0.747426,0.103308
ENSG00000114125,5.305179,0.487067,0.954233,0.188053
ENSG00000114166,4.835157,0.111259,0.908024,0.081409
ENSG00000114200,2.690899,0.097069,0.650255,0.064713
ENSG00000114248,1.533260,0.107470,0.573411,0.074552
ENSG00000114251,4.876749,0.597763,0.933048,0.245332
ENSG00000114279,5.386942,0.077729,0.967271,0.068199
ENSG00000114353,5.299170,0.291206,0.906390,0.127246
ENSG00000114383,4.054035,0.804117,0.904097,0.210947
ENSG00000114388,5.103221,2.104080,0.930840,0.404613
ENSG00000114395,3.409956,1.169550,0.872145,0.355168
ENSG00000114416,5.054110,0.252745,0.977129,0.114550
ENSG00000114439,3.567501,0.257181,0.896067,0.120270
ENSG00000114455,0.387548,0.075992,0.214228,0.111511
ENSG00000114480,4.180046,0.169716,0.886953,0.101654
ENSG00000114491,3.316064,0.472973,0.802540,0.163974
ENSG00000114547,2.451110,0.199328,0.925480,0.106316
ENSG00000114573,5.579193,0.445354,0.958057,0.123102
ENSG00000114631,2.256432,0.005708,0.616574,0.062567
ENSG00000114650,3.764159,0.386573,0.815370,0.152594
ENSG00000114686,3.005475,0.141954,0.776349,0.082417
ENSG00000114735,1.993372,0.274780,0.697072,0.140132
ENSG00000114737,3.129945,0.676262,0.788493,0.197411
ENSG00000114739,5.076067,0.254812,0.908381,0.113345
ENSG00000114744,3.153849,0.293876,0.849627,0.104508
ENSG00000114757,4.371379,0.191059,0.938305,0.105078
ENSG00000114767,3.440941,0.541025,0.785183,0.159756
ENSG00000114770,4.255059,0.274725,0.900384,0.114532
ENSG00000114771,1.495990,0.080881,0.416752,0.062638
ENSG00000114779,3.321174,1.007160,0.803052,0.261160
ENSG00000114784,6.058839,0.908029,0.973941,0.213259
ENSG00000114790,3.015159,0.054896,0.674835,0.080947
ENSG00000114805,3.074305,0.130165,0.669919,0.097731
ENSG00000114850,5.380029,0.330459,0.952883,0.099715
ENSG00000114902,3.807301,0.803298,0.906706,0.222407
ENSG00000114933,4.715410,0.324518,0.952276,0.138991
ENSG00000114956,2.485813,0.209711,0.627948,0.098597
ENSG00000114988,3.848607,0.183544,0.855981,0.121217
ENSG00000114993,2.954374,0.514392,0.833583,0.196992
ENSG00000115008,0.660487,0.149892,0.352251,0.091337
ENSG00000115041,4.310624,-0.110770,0.848932,0.053396
ENSG00000115053,2.834629,0.557977,0.807310,0.238836
ENSG00000115073,5.084133,0.697772,0.910511,0.181255
ENSG00000115085,3.678245,0.182475,0.776548,0.115799
ENSG00000115107,3.254105,0.058930,0.747099,0.075659
ENSG00000115109,3.329609,0.135708,0.777958,0.106765
ENSG00000115112,4.300651,-0.043476,0.880745,0.060103
ENSG00000115128,5.563151,0.319741,0.951608,0.100534
ENSG00000115129,2.715097,0.483393,0.786326,0.167208
ENSG00000115137,4.807063,0.275143,0.914178,0.122567
ENSG00000115145,3.606157,0.233260,0.875850,0.108343
ENSG00000115163,1.636686,0.036809,0.570350,0.061992
ENSG00000115194,3.231428,0.648554,0.754802,0.221896
ENSG00000115211,3.624776,1.080090,0.827929,0.276448
ENSG00000115226,3.750071,1.389380,0.892719,0.388917
ENSG00000115234,4.547529,1.364470,0.947885,0.346990
ENSG00000115241,4.424349,0.442154,0.956402,0.193035
ENSG00000115252,4.199786,0.122349,0.862258,0.087467
ENSG00000115263,3.503525,0.591145,0.929278,0.230458
ENSG00000115289,4.064419,1.445670,0.966847,0.393625
ENSG00000115290,4.006446,0.245260,0.935411,0.127018
ENSG00000115307,3.085204,1.607240,0.888106,0.489900
ENSG00000115317,2.793507,1.488370,0.670416,0.380182
ENSG00000115318,3.590086,0.527275,0.784029,0.167444
ENSG00000115350,2.795179,0.171094,0.848510,0.093737
ENSG00000115353,4.045549,0.108690,0.834857,0.072544
ENSG00000115365,3.888624,0.212277,0.874965,0.120460
ENSG00000115368,3.131641,0.230964,0.824046,0.095899
ENSG00000115380,3.699077,0.447741,0.890928,0.180139
ENSG00000115386,0.183271,-0.334980,0.191456,0.048512
ENSG00000115419,4.463508,0.304803,0.851811,0.130061
ENSG00000115421,4.274397,0.378508,0.902312,0.143205
ENSG00000115423,3.128771,0.233533,0.801060,0.121415
ENSG00000115457,2.463122,0.079241,0.656426,0.101552
ENSG00000115459,2.705290,0.083997,0.733528,0.102428
ENSG00000115461,3.539659,0.167759,0.899423,0.118777
ENSG00000115488,2.169556,0.895697,0.517534,0.256907
ENSG00000115507,3.600624,1.168140,0.808471,0.310543
ENSG00000115520,4.089467,0.210571,0.806417,0.098072
ENSG00000115524,5.764678,0.769733,0.967882,0.194052
ENSG00000115526,4.124866,0.113692,0.838211,0.082381
ENSG00000115540,5.861698,0.199192,0.989757,0.120313
ENSG00000115592,2.764021,0.501116,0.666516,0.160008
ENSG00000115593,4.155558,0.172031,0.875841,0.079403
ENSG00000115596,3.747910,0.477543,0.836049,0.195991
ENSG00000115598,1.157153,-0.059363,0.403382,0.050720
ENSG00000115604,1.190855,-0.067274,0.440329,0.041948
ENSG00000115616,3.313633,-0.018618,0.789792,0.053433
ENSG00000115661,4.177782,1.794410,0.890643,0.434616
ENSG00000115665,4.624873,0.304863,0.845070,0.098435
ENSG00000115677,4.998260,0.229551,0.904027,0.111516
ENSG00000115758,4.324204,1.269840,0.866463,0.299883
ENSG00000115761,4.352727,0.040776,0.910748,0.059565
ENSG00000115806,3.656422,0.231359,0.842796,0.098990
ENSG00000115808,4.458019,0.234926,0.937460,0.102901
ENSG00000115816,3.124681,0.393451,0.762874,0.154404
ENSG00000115828,3.138567,0.272526,0.757424,0.113863
ENSG00000115839,4.468311,0.256021,0.907678,0.133985
ENSG00000115840,5.078427,0.391486,0.936534,0.178390
ENSG00000115844,3.405627,1.619660,0.887053,0.454693
ENSG00000115850,2.848240,0.319526,0.646833,0.116476
ENSG00000115866,5.227171,0.296896,0.973951,0.131130
ENSG00000115896,4.374951,0.187883,0.865997,0.107315
ENSG00000115902,3.843063,0.271272,0.781429,0.100064
ENSG00000115944,3.794472,0.216010,0.841234,0.098915
ENSG00000115946,4.053273,0.216475,0.830928,0.094660
ENSG00000115956,4.342324,0.162076,0.892365,0.070063
ENSG00000115963,5.492703,0.404934,0.961715,0.160488
ENSG00000115998,3.311897,0.231846,0.895928,0.126207
ENSG00000116001,4.838072,0.424969,0.925714,0.161187
ENSG00000116030,5.642666,0.197135,0.987452,0.108177
ENSG00000116031,0.729880,0.109313,0.386928,0.102664
ENSG00000116062,3.771096,0.685610,0.806398,0.196364
ENSG00000116095,4.378975,0.314164,0.925268,0.109231
ENSG00000116096,2.441352,0.469975,0.641303,0.161547
ENSG00000116117,3.180644,0.210850,0.813961,0.133779
ENSG00000116120,4.235238,0.206645,0.922577,0.104709
ENSG00000116128,4.339184,1.519000,0.915821,0.370948
ENSG00000116132,5.110407,0.186828,0.960271,0.120848
ENSG00000116141,4.906056,0.163218,0.900375,0.092681
ENSG00000116147,4.021176,0.302185,0.887511,0.126201
ENSG00000116157,4.075486,0.492031,0.897410,0.128776
ENSG00000116171,3.951912,0.248925,0.836966,0.151802
ENSG00000116176,-0.341755,-0.653247,0.092785,0.033840
ENSG00000116205,3.745519,0.305156,0.906040,0.150031
ENSG00000116209,3.905372,0.417960,0.921815,0.156205
ENSG00000116218,2.371615,0.160589,0.759458,0.092098
ENSG00000116237,4.028611,0.301288,0.911536,0.134829
ENSG00000116254,4.329793,0.167378,0.857752,0.107132
ENSG00000116266,3.718192,0.262880,0.916136,0.138620
ENSG00000116273,3.559494,0.365829,0.774025,0.144405
ENSG00000116285,2.519215,1.427660,0.643817,0.418631
ENSG00000116299,3.294116,0.172437,0.730637,0.088969
ENSG00000116337,4.242496,1.058950,0.866568,0.274523
ENSG00000116350,3.362835,0.369061,0.860920,0.153878
ENSG00000116353,3.044758,0.137425,0.740267,0.086539
ENSG00000116459,3.508858,0.303987,0.834441,0.096794
ENSG00000116489,5.335174,0.242040,0.957838,0.110606
ENSG00000116514,3.736392,0.523819,0.820011,0.192022
ENSG00000116521,3.432620,0.571427,0.802526,0.185181
ENSG00000116525,4.373463,0.200864,0.935178,0.099401
ENSG00000116544,3.813684,0.452841,0.920874,0.183882
ENSG00000116574,3.679298,0.223874,0.808387,0.113143
ENSG00000116586,5.092249,0.598463,0.916693,0.146241
ENSG00000116649,3.743863,0.593509,0.868180,0.203830
ENSG00000116667,4.306939,0.079720,0.996372,0.072609
ENSG00000116679,5.105165,1.297210,0.968472,0.304357
ENSG00000116685,3.427808,1.014880,0.813907,0.282288
ENSG00000116691,0.598581,-0.089371,0.318898,0.057799
ENSG00000116701,2.621531,0.066434,0.751687,0.077518
ENSG00000116703,3.720667,0.592591,0.872176,0.156260
ENSG00000116704,4.036122,0.179925,0.885535,0.120214
ENSG00000116711,4.357570,0.102500,0.906759,0.070741
ENSG00000116717,3.569666,0.970838,0.840877,0.328182
ENSG00000116741,3.173412,0.868829,0.796961,0.246380
ENSG00000116745,4.602114,0.427299,0.916660,0.120769
ENSG00000116748,4.170074,0.565244,0.845730,0.152188
ENSG00000116752,4.785882,0.267279,0.941399,0.095359
ENSG00000116761,3.889481,0.237642,0.807453,0.087650
ENSG00000116771,3.392216,0.259772,0.750354,0.107941
ENSG00000116783,4.220843,0.185177,0.908680,0.111334
ENSG00000116786,3.820087,0.166759,0.811954,0.098139
ENSG00000116819,3.695460,0.197030,0.830853,0.097710
ENSG00000116824,0.030428,-0.164074,0.180922,0.035930
ENSG00000116857,4.242395,-0.084746,0.829971,0.072114
ENSG00000116863,3.511160,0.802627,0.793013,0.256125
ENSG00000116874,3.467150,0.234590,0.790530,0.135505
ENSG00000116898,1.891494,0.236241,0.638773,0.114699
ENSG00000116903,4.548010,4.548010,0.871671,0.871671
ENSG00000116954,5.199259,0.425514,0.972819,0.123681
ENSG00000116962,3.041864,0.070820,0.742591,0.072550
ENSG00000116981,4.388807,0.403221,0.833765,0.119843
ENSG00000116983,5.631137,1.519050,0.962190,0.298183
ENSG00000116996,1.009781,-0.015717,0.352283,0.086023
ENSG00000117000,3.074513,0.354996,0.858748,0.152714
ENSG00000117010,0.886721,0.139690,0.319958,0.115856
ENSG00000117016,4.320338,0.341501,0.874294,0.129234
ENSG00000117036,3.087652,0.689641,0.723446,0.238492
ENSG00000117054,4.416355,0.325673,0.906105,0.153107
ENSG00000117069,4.122228,0.137079,0.875965,0.109379
ENSG00000117090,0.740556,0.060470,0.396932,0.063897
ENSG00000117091,-0.247196,-0.004598,0.121637,0.104008
ENSG00000117115,3.354210,0.030409,0.819181,0.075177
ENSG00000117118,4.418195,0.044066,0.852089,0.070344
ENSG00000117122,3.051419,0.266344,0.865461,0.170972
ENSG00000117143,4.073554,0.263446,0.859923,0.100157
ENSG00000117148,2.008853,0.459393,0.577892,0.201136
ENSG00000117151,3.052367,0.329526,0.714925,0.135011
ENSG00000117154,3.980412,-0.101840,0.823246,0.065440
ENSG00000117155,3.326097,0.302343,0.882044,0.111718
ENSG00000117174,1.679149,0.214965,0.610859,0.116316
ENSG00000117215,0.776787,-0.095225,0.361014,0.045597
ENSG00000117222,5.454551,0.362213,0.952482,0.108588
ENSG00000117245,2.356589,0.007870,0.641268,0.077278
ENSG00000117308,4.031437,1.342850,0.878360,0.342602
ENSG00000117318,3.642397,2.752800,0.897502,0.705155
ENSG00000117362,3.886275,1.627150,0.897681,0.454152
ENSG00000117385,3.099224,0.314880,0.749354,0.133702
ENSG00000117395,3.345267,0.418157,0.825765,0.134957
ENSG00000117399,4.266244,1.749450,0.893281,0.384734
ENSG00000117408,5.267757,1.198660,0.946747,0.316344
ENSG00000117448,4.430627,0.589178,0.886370,0.150192
ENSG00000117450,4.703481,0.371454,0.942764,0.124611
ENSG00000117472,2.024712,0.567873,0.548751,0.198047
ENSG00000117477,2.076272,0.196510,0.738868,0.128882
ENSG00000117479,3.145273,0.326731,0.760425,0.106419
ENSG00000117500,4.207533,0.242870,0.883562,0.179919
ENSG00000117525,0.902436,-0.004070,0.447136,0.064193
ENSG00000117528,4.830923,0.210677,0.946086,0.118595
ENSG00000117533,3.763485,0.161456,0.978631,0.091993
ENSG00000117543,3.980517,0.254165,0.874700,0.105199
ENSG00000117560,1.672279,0.257231,0.591873,0.118727
ENSG00000117569,5.086994,0.226600,0.964591,0.100356
ENSG00000117586,0.799020,0.092047,0.438100,0.058225
ENSG00000117592,4.026088,0.331609,0.827166,0.105044
ENSG00000117594,1.765084,0.169567,0.617735,0.111787
ENSG00000117598,4.121479,0.095517,0.930832,0.070169
ENSG00000117600,4.238600,0.292650,0.889798,0.100797
ENSG00000117614,4.079180,0.303148,0.869388,0.104544
