gene,null_set,p_baseline,p_realigned
ENSG00000115761,R6_fixed,0.3833149202013184,0.3507574702194647
ENSG00000116030,R6_fixed,0.1582146255293437,0.5
ENSG00000116254,R6_fixed,0.5,0
ENSG00000116459,R6_fixed,0.5,0.5
ENSG00000116544,R6_fixed,0.5,0.5
ENSG00000116996,R6_fixed,0.4966020187838414,0.4993011184543231
ENSG00000117148,R6_fixed,0.5,0.5
ENSG00000117450,R6_fixed,0.49923626198348,0.5
ENSG00000117594,R6_fixed,0.2773127554412891,0.2609603715923476
ENSG00000117598,R6_fixed,0.09031682400083962,1.717447799348681e-05
ENSG00000117868,R6_fixed,0.1453523952556428,0.0830476095640913
ENSG00000118137,R6_fixed,0.5,4.068795356193533e-07
ENSG00000118246,R6_fixed,0.5,3.43836070726411e-13
ENSG00000118496,R6_fixed,0.5,0.5
ENSG00000119138,R6_fixed,0.5,0.5
ENSG00000119333,R6_fixed,0.5,0.5
ENSG00000119707,R6_fixed,0.5,0.4813405175827106
ENSG00000132432,R6_fixed,0.5,0.5
ENSG00000132464,R6_fixed,0.5,0.5
ENSG00000132688,R6_fixed,0.5,0.5
ENSG00000132698,R6_fixed,0.5,0.5
ENSG00000132881,R6_fixed,0.5,0.5
ENSG00000133055,R6_fixed,0.5,0.5
ENSG00000133606,R6_fixed,0.5,4.611815451749379e-08
ENSG00000134109,R6_fixed,0.5,0.5
ENSG00000134193,R6_fixed,0.5,0.0006699494376660731
ENSG00000134256,R6_fixed,0.4878401353010694,0.5
ENSG00000134452,R6_fixed,0.5,0.5
ENSG00000134571,R6_fixed,0.3242833956977055,0.002657317148944016
ENSG00000134802,R6_fixed,0.4834206923375496,0.5
ENSG00000134874,R6_fixed,0.5,0.5
ENSG00000134996,R6_fixed,0.003596537570279001,0.003876783013024465
ENSG00000135040,R6_fixed,0.4739623868300511,0.07510997557634247
ENSG00000135222,R6_fixed,0.3622472736768043,0.365040462720173
ENSG00000135374,R6_fixed,0.5,0.5
ENSG00000135547,R6_fixed,0.5,0.5
ENSG00000135604,R6_fixed,0.5,0.4945797326537665
ENSG00000135625,R6_fixed,0.4690394848655079,3.502646416997379e-05
ENSG00000136122,R6_fixed,0.4795541595679201,5.551115123125783e-17
ENSG00000136286,R6_fixed,0.5,0.5
ENSG00000136698,R6_fixed,0.498515613384301,4.917142804039543e-10
ENSG00000136897,R6_fixed,0.5,0.5
ENSG00000136982,R6_fixed,0.5,0.5
ENSG00000136999,R6_fixed,0.2578531718672053,0.2615951661713405
ENSG00000137077,R6_fixed,0.5,0.004401155415149405
ENSG00000137106,R6_fixed,0.2144402956245196,0.2661962540998113
ENSG00000137168,R6_fixed,0.3726671458553665,0.3652410199075784
ENSG00000137198,R6_fixed,0.3616195373060606,0.3694284174380428
ENSG00000137275,R6_fixed,0.5,0.5
ENSG00000137819,R6_fixed,0.4295331508505125,0
ENSG00000138107,R6_fixed,0.03681075044738658,0.0566889672231139
ENSG00000138315,R6_fixed,0.5,0.5
ENSG00000138376,R6_fixed,0.2976588512853145,0
ENSG00000138380,R6_fixed,0.5,0.5
ENSG00000138435,R6_fixed,0.5,0.5
ENSG00000138769,R6_fixed,0.1393607644128795,0.2153330202564231
ENSG00000138814,R6_fixed,0.5,9.031664305325648e-14
ENSG00000139192,R6_fixed,0.4993003694368803,0.4994659441287269
ENSG00000139209,R6_fixed,0.5,0
ENSG00000139428,R6_fixed,0.2479828244584185,0.2547939535266626
ENSG00000139496,R6_fixed,0.3980954526110505,0.01376353723858859
ENSG00000139865,R6_fixed,0.4501473940561221,0.4548474958386863
ENSG00000140025,R6_fixed,0.1718577877445682,0.3245158227537824
ENSG00000140280,R6_fixed,0.319122107214178,0.3678437662216582
ENSG00000142694,R6_fixed,0.5,0.5
ENSG00000143162,R6_fixed,0.3793788218292694,0.3639587596979024
ENSG00000143384,R6_fixed,0.04982236858167061,0.0582883093527049
ENSG00000143443,R6_fixed,0.5,0.5
ENSG00000143476,R6_fixed,0.1558259201863981,0.1765218946481246
ENSG00000143515,R6_fixed,0.1463805732015019,0.5
ENSG00000143627,R6_fixed,0.3340788210248579,0.3393023320899161
ENSG00000143772,R6_fixed,0.5,0.5
ENSG00000143819,R6_fixed,0.4997313811844351,0.4712330711507143
ENSG00000144031,R6_fixed,0.4720084734175528,0.5
ENSG00000144191,R6_fixed,0.3022119897796245,0.2996020661013723
ENSG00000144451,R6_fixed,0.4998001222333382,4.796718577892989e-13
ENSG00000144681,R6_fixed,0.3888395562016191,0.3827101077423445
ENSG00000145041,R6_fixed,0.5,0.326508847006636
ENSG00000145284,R6_fixed,0.4999173836558794,0.1451932311367574
ENSG00000145386,R6_fixed,0.5,0.5
ENSG00000145423,R6_fixed,0.3681701900029243,0.3685850883224727
ENSG00000145708,R6_fixed,0.1936995702894602,0
ENSG00000145839,R6_fixed,0.5,0.5
ENSG00000145911,R6_fixed,0.2724305426599634,0.2874457995923755
ENSG00000146090,R6_fixed,0.3011943692278281,0.4833077769503418
ENSG00000146477,R6_fixed,0.1907837625340312,0.2002362807577914
ENSG00000146535,R6_fixed,0.09113049158814318,0.09817710520596662
ENSG00000146828,R6_fixed,0.5,0.4613392284737253
ENSG00000146910,R6_fixed,0.4826037958513246,0.3744053821815961
ENSG00000148229,R6_fixed,0.5,0.5
ENSG00000148795,R6_fixed,0.5,0.5
ENSG00000148965,R6_fixed,0.2646488467226782,0.27275407247724
ENSG00000150361,R6_fixed,0.5,0.5
ENSG00000150630,R6_fixed,0.5,0.5
ENSG00000150764,R6_fixed,0.5,0.0002394768480177278
ENSG00000151617,R6_fixed,0.5,0.5
ENSG00000151773,R6_fixed,0.5,2.186833103490216e-09
ENSG00000151876,R6_fixed,0.3212610221506929,0
ENSG00000151917,R6_fixed,0.1898605813901586,0.201629165649577
ENSG00000151962,R6_fixed,0.2578324234091754,0
ENSG00000152127,R6_fixed,0.1168584045345704,0.1300209845895317
ENSG00000152219,R6_fixed,0.3587836296607022,0.3538943251814066
ENSG00000152422,R6_fixed,0.2662626394519005,2.619299926398533e-07
ENSG00000152611,R6_fixed,0.5,0.5
ENSG00000152944,R6_fixed,0.5,0
ENSG00000153898,R6_fixed,0.5,0.5
ENSG00000153975,R6_fixed,0.1999969527465357,0.4403181204177543
ENSG00000154415,R6_fixed,0.5,0.5
ENSG00000154478,R6_fixed,0.5,0.5
ENSG00000154511,R6_fixed,0.5,0.5
ENSG00000155087,R6_fixed,0.2017711820560391,0.2817115880782788
ENSG00000155530,R6_fixed,0.5,0.5
ENSG00000156234,R6_fixed,0.5,0.5
ENSG00000156466,R6_fixed,0.2608525496804653,0.2566188811888562
ENSG00000156869,R6_fixed,0.5,0.5
ENSG00000157379,R6_fixed,0.3683726278765151,2.412004492469144e-06
ENSG00000157653,R6_fixed,0.4465102916721594,4.989124948928669e-05
ENSG00000158122,R6_fixed,0.4242187292099551,3.410848183782456e-06
ENSG00000158457,R6_fixed,0.5,0.5
ENSG00000158816,R6_fixed,0.5,0.5
ENSG00000158859,R6_fixed,0.5,0.5
ENSG00000158864,R6_fixed,0.292901423552736,0.3844947290156409
ENSG00000161202,R6_fixed,0.2731168731019273,0.3128995454270141
ENSG00000162086,R6_fixed,0.5,0.5
ENSG00000162415,R6_fixed,0.5,0.4686632121934493
ENSG00000162426,R6_fixed,0.1139003383551103,0.0007100409528052465
ENSG00000162511,R6_fixed,0.5,0.5
ENSG00000162517,R6_fixed,0.2623861219275735,0.2655475105960248
ENSG00000162592,R6_fixed,0.36208236765032,0.3700659519406586
ENSG00000162621,R6_fixed,0.1880448142767986,0.190476231187177
ENSG00000162631,R6_fixed,0.5,0.5
ENSG00000162636,R6_fixed,0.4998846740134818,0.5
ENSG00000162891,R6_fixed,0.2252040115679394,0.2950347120355614
ENSG00000162931,R6_fixed,0.2427798028609667,0.003120544242782131
ENSG00000162971,R6_fixed,0.3472851510936336,0.3603897862976078
ENSG00000162981,R6_fixed,0.2101865572062732,0.3621592755996343
ENSG00000163050,R6_fixed,0.3881621197042878,0.5
ENSG00000163170,R6_fixed,0.5,0.5
ENSG00000163630,R6_fixed,0.1231945413450057,0.1439048632132172
ENSG00000163705,R6_fixed,0.3626146897429467,0.3626767203792313
ENSG00000163792,R6_fixed,0.1690896611705687,0.1652399572600062
ENSG00000163812,R6_fixed,0.5,0.5
ENSG00000164010,R6_fixed,0.5,0.5
ENSG00000164038,R6_fixed,0.03826404056640897,0.09766122870557664
ENSG00000164100,R6_fixed,0.5,0.5
ENSG00000164430,R6_fixed,0.5,0.5
ENSG00000164692,R6_fixed,0.09095257889035635,0.1188894531064698
ENSG00000164815,R6_fixed,0.4131414219938483,0.3732806647255003
ENSG00000164932,R6_fixed,0.5,2.049505497481174e-06
ENSG00000164975,R6_fixed,0.5,0.5
ENSG00000164978,R6_fixed,0.5,8.77472683402658e-08
ENSG00000165478,R6_fixed,0.5,0.4917697536688596
ENSG00000165480,R6_fixed,0.190600735939123,0.1791385808583217
ENSG00000165660,R6_fixed,0.5,0.5
ENSG00000165669,R6_fixed,0.4802399584831346,0.5
ENSG00000166135,R6_fixed,0.5,4.311151047264872e-08
ENSG00000166333,R6_fixed,0.5,0.01353694638578157
ENSG00000166402,R6_fixed,0.5,0.5
ENSG00000166484,R6_fixed,0.5,0.5
ENSG00000166831,R6_fixed,0.43729360387203,0.5
ENSG00000166924,R6_fixed,0.3609661298800642,0.4647653331428115
ENSG00000167768,R6_fixed,0.2716414849067961,0
ENSG00000167800,R6_fixed,0.1363785591866759,0.5
ENSG00000168152,R6_fixed,0.4138885615596879,0.4136849817845856
ENSG00000168386,R6_fixed,0.5,0.5
ENSG00000168412,R6_fixed,0.3519240077333144,0.3763551053157232
ENSG00000168439,R6_fixed,0.5,0.5
ENSG00000168538,R6_fixed,0.5,3.121247759807488e-05
ENSG00000168564,R6_fixed,0.1510853879918073,0.1452674592747354
ENSG00000168615,R6_fixed,0.03554609372483331,0
ENSG00000168899,R6_fixed,0.3777404030073143,0.3809449360202932
ENSG00000169410,R6_fixed,0.5,0.5
ENSG00000169427,R6_fixed,0.5,0
ENSG00000169429,R6_fixed,0.5,0.5
ENSG00000169519,R6_fixed,0.4997492250852387,0.5
ENSG00000169762,R6_fixed,0.1008981885906086,1.81979431523871e-11
ENSG00000170419,R6_fixed,0.06809360336622983,0.1042725238514325
ENSG00000170801,R6_fixed,0.4664955087850083,0.475042421588669
ENSG00000170819,R6_fixed,0.09378119454445305,0.09329157493580775
ENSG00000170903,R6_fixed,0.3758719651637013,0
ENSG00000171243,R6_fixed,0.3781147709678341,0.3017981145855562
ENSG00000171495,R6_fixed,0.2528464504481139,0
ENSG00000171502,R6_fixed,0.4509412061875047,0.4548972027091638
ENSG00000171564,R6_fixed,0.5,0.5
ENSG00000171757,R6_fixed,0.1086347912358723,0.3579287814798832
ENSG00000172399,R6_fixed,0.5,0.5
ENSG00000172425,R6_fixed,0.5,0.5
ENSG00000172663,R6_fixed,0.4575079472990649,0.3815216321790423
ENSG00000172731,R6_fixed,0.5,0.5
ENSG00000173113,R6_fixed,0.5,0.5
ENSG00000173145,R6_fixed,0.1887608563225779,0.1926365448381456
ENSG00000173208,R6_fixed,0.5,0.5
ENSG00000173597,R6_fixed,0.2644383661806524,0.5
ENSG00000173705,R6_fixed,0.2373274556387522,0.3146642338888818
ENSG00000174243,R6_fixed,0.5,0
ENSG00000174307,R6_fixed,0.3595654373677027,0.3573009352438387
ENSG00000174903,R6_fixed,0.5,0.5
ENSG00000175279,R6_fixed,0.4996742679760174,1.325389635820073e-07
ENSG00000175356,R6_fixed,0.5,0
ENSG00000175449,R6_fixed,0.5,0.4489138061585565
ENSG00000175513,R6_fixed,0.5,0.5
ENSG00000175877,R6_fixed,0.2651373983014533,0.256318337232095
ENSG00000176095,R6_fixed,0.5,0.5
ENSG00000176542,R6_fixed,0.5,0.5
ENSG00000177570,R6_fixed,0.5,1.658985688446357e-05
ENSG00000177614,R6_fixed,0.4997827478367319,0.5
ENSG00000177875,R6_fixed,0.1834069252632002,0.1842875461527568
ENSG00000177888,R6_fixed,0.2115442070274016,0.4313056315634237
ENSG00000178804,R6_fixed,0.5,0.2668839040399837
ENSG00000178997,R6_fixed,0.2539017512051279,0.2967582988299665
ENSG00000179057,R6_fixed,0.3007029855752796,0.4780741487056323
ENSG00000179397,R6_fixed,0.2553767023836138,0.04765151078480306
ENSG00000179562,R6_fixed,0.5,0.5
ENSG00000179580,R6_fixed,0.2421482800400236,0.000274869935568689
ENSG00000179988,R6_fixed,0.5,0.5
ENSG00000180116,R6_fixed,0.5,0.5
ENSG00000180432,R6_fixed,0.3339441417369204,0.3801116498966845
ENSG00000181220,R6_fixed,0.5,0.5
ENSG00000181690,R6_fixed,0.5,0.5
ENSG00000182054,R6_fixed,0.4998026639972409,0.3637224959446906
ENSG00000182134,R6_fixed,0.5,1.396976423428953e-10
ENSG00000182183,R6_fixed,0.5,0.5
ENSG00000182447,R6_fixed,0.1953791456085506,0.1898368749276944
ENSG00000182704,R6_fixed,0.2662042824309948,0.2649545323391629
ENSG00000183185,R6_fixed,0.5,0.5
ENSG00000183513,R6_fixed,0.5,0.5
ENSG00000183908,R6_fixed,0.5,1.498801083243961e-14
ENSG00000183977,R6_fixed,0.5,0.5
ENSG00000184209,R6_fixed,0.5,0.5
ENSG00000184344,R6_fixed,0.5,0.5
ENSG00000184357,R6_fixed,0.3606629439726416,0.3612217564927703
ENSG00000184887,R6_fixed,0.5,0.5
ENSG00000185009,R6_fixed,0.1958565696647511,0.2740635800347054
ENSG00000185436,R6_fixed,0.4948117534115959,0.0001723130874468071
ENSG00000185519,R6_fixed,0.3669606130636534,0.3850539549110066
ENSG00000186377,R6_fixed,0.2606799256456965,0.2519055509461972
ENSG00000186501,R6_fixed,0.5,0.5
ENSG00000186795,R6_fixed,0.5,0.5
ENSG00000186910,R6_fixed,0.5,0.5
ENSG00000187801,R6_fixed,0.09021181207115536,5.322884938374628e-08
ENSG00000188610,R6_fixed,0.5,1.844192965005931e-09
ENSG00000188690,R6_fixed,0.5,0.5
ENSG00000188729,R6_fixed,0.3639729244197359,0.3562963490871108
ENSG00000188730,R6_fixed,0.5,0.5
ENSG00000188732,R6_fixed,0.4261790278617207,0.4723785327870552
ENSG00000188760,R6_fixed,0.3361665894252849,0.2799286421490647
ENSG00000188986,R6_fixed,0.268336783120226,0.3445290523927956
ENSG00000189007,R6_fixed,0.2585423186817166,0.4155387246420053
ENSG00000189180,R6_fixed,0.4933311716241985,0.5
ENSG00000189227,R6_fixed,0.5,0.5
ENSG00000196151,R6_fixed,0.06896599287832617,1.024475070110498e-06
ENSG00000196353,R6_fixed,0.5,0.4638768380789398
ENSG00000196968,R6_fixed,0.1741637926216575,0.4886836831742343
ENSG00000196981,R6_fixed,0.5,0.5
ENSG00000197057,R6_fixed,0.5,0.5
ENSG00000197587,R6_fixed,0.2717521477150326,0.2710602347018816
ENSG00000197763,R6_fixed,0.09957573485231258,0.110884330081721
ENSG00000198218,R6_fixed,0.2281824100216104,0.3977945822450175
ENSG00000198252,R6_fixed,0.2827930892695045,0.2860915909500091
ENSG00000198431,R6_fixed,0.4110438245871011,0.499448514141339
ENSG00000198663,R6_fixed,0.5,0.5
ENSG00000198846,R6_fixed,0.5,0.5
ENSG00000204020,R6_fixed,0.5,0.5
ENSG00000204084,R6_fixed,0.4896462655818816,0.5
ENSG00000204590,R6_fixed,0.100884726753769,0.1069838427964808
ENSG00000204671,R6_fixed,0.5,0.5
ENSG00000205089,R6_fixed,0.07851351554225294,0.3668275450283256
ENSG00000205143,R6_fixed,0.5,0.5
ENSG00000212126,R6_fixed,0.4787497850758974,0.4777847653857921
ENSG00000213064,R6_fixed,0.5,0.5
ENSG00000213231,R6_fixed,0.2803165838637716,0.2809176384297678
ENSG00000213809,R6_fixed,0.5,0.5
ENSG00000214595,R6_fixed,0.4998414599558593,0.5
ENSG00000218739,R6_fixed,0.5,0.5
ENSG00000224531,R6_fixed,0.5,0.5
ENSG00000228474,R6_fixed,0.4271403930260848,0.4308075614416393
ENSG00000228570,R6_fixed,0.5,0.5
ENSG00000234602,R6_fixed,0.3845507384554087,0.3900962027613458
ENSG00000249481,R6_fixed,0.5,0.5
ENSG00000249581,R6_fixed,0.5,0.5
ENSG00000261115,R6_fixed,0.5,0.5
ENSG00000269113,R6_fixed,0.2685895249498276,0.2793813661095071
ENSG00000277893,R6_fixed,0.5,0.5
