gene_id,prod_sig,sig_baseline,sig_srv,flip,classification_v7,class_srvYes,gds_v7,rds_v7,relax_relaxed
ENSG00000079393,True,True,True,same,gene-driven,gene-driven,0.82109,0.293979,False
ENSG00000145757,True,True,True,same,gene-driven,gene-driven,0.826508,0.262967,False
ENSG00000174996,False,True,True,same,neutral,neutral,0.160515,0.239395,False
ENSG00000146587,False,False,False,same,neutral,neutral,0.185625,0.042672,False
ENSG00000164615,True,True,True,same,gene-driven,gene-driven,0.502886,0.219039,False
ENSG00000178538,False,False,False,same,neutral,neutral,0.38843,0.390581,False
ENSG00000163738,True,True,True,same,gene-driven,gene-driven,0.496366,0.203357,False
ENSG00000213780,False,False,False,same,neutral,neutral,0.310977,0.169431,False
ENSG00000148110,False,False,False,same,neutral,neutral,0.323603,0.212002,False
ENSG00000146221,False,False,False,same,neutral,neutral,0.381011,0.314234,False
ENSG00000147416,True,True,True,same,gene-driven,gene-driven,0.811138,0.298,False
ENSG00000146842,True,True,False,out,neutral,neutral,0.199291,0.280257,False
ENSG00000168894,True,True,True,same,gene-driven,gene-driven,0.727865,0.11545,False
ENSG00000162723,False,False,False,same,neutral,neutral,0.512143,0.206624,False
ENSG00000084110,False,False,False,same,regulation-driven,regulation-driven,0.220165,0.422346,False
ENSG00000116171,False,False,False,same,regulation-driven,regulation-driven,0.139727,0.298904,False
ENSG00000157992,True,True,True,same,gene-driven,gene-driven,0.817521,0.165862,False
ENSG00000186827,False,False,False,same,neutral,neutral,0.1884,0.163902,False
ENSG00000187109,True,True,True,same,gene-driven,gene-driven,0.786753,0.339767,False
ENSG00000119699,True,True,True,same,gene-driven,gene-driven,0.670768,0.319914,False
ENSG00000165828,False,False,False,same,neutral,neutral,0.509268,0.211399,False
ENSG00000151665,True,True,True,same,gene-driven,gene-driven,0.448983,0.197778,False
ENSG00000164900,False,False,False,same,neutral,neutral,0.471512,0.345647,False
ENSG00000148225,False,False,False,same,neutral,neutral,0.445115,0.235625,False
ENSG00000148218,True,True,True,same,gene-driven,gene-driven,0.747402,0.302523,False
ENSG00000104671,True,True,True,same,gene-driven,gene-driven,0.815028,0.231856,False
ENSG00000070748,True,True,True,same,neutral,neutral,0.455438,0.348311,False
ENSG00000138439,False,False,False,same,neutral,neutral,0.410766,0.21532,False
ENSG00000174891,False,False,False,same,neutral,neutral,0.143959,0.191295,False
ENSG00000135457,True,True,False,out,gene-driven,neutral,0.526739,0.224719,False
ENSG00000112079,False,False,False,same,neutral,neutral,0.17305,0.286741,False
ENSG00000139266,True,True,True,same,gene-driven,gene-driven,0.721223,0.199136,False
ENSG00000135845,False,False,False,same,neutral,neutral,0.525221,0.028649,False
ENSG00000006042,True,True,True,same,gene-driven,gene-driven,0.684198,0.358565,False
ENSG00000213578,False,False,False,same,neutral,neutral,0.619029,0.374146,False
