gene_id,gene_symbol,cds_length,classification_v7,busted_p,busted_lrt,bh_fdr,bh_fdr_sig,storey_q,storey_sig,relax_K,relax_p,relax_fdr_sig,has_relax_active,relax_intensified,relax_relaxed,has_selectome,n_hars,has_doan_campra,tau,brain_tau,phyloP_cds,phyloP_gene,phastCons_cds,phastCons_gene,nc_conservation,gds_p_pct_resid,gds_lrt_pct_resid,gds_relax_pct,gds_selectome,gds_v7,rds_doan,rds_tau,rds_nc,rds_brain,rds_v7,classification_loo_campra,classification_loo_tau,rds_v7_no_brain,classification_loo_brain
ENSG00000068976,PYGM,196800,regulation-driven,0.5,0.0,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.995128906340811,0.0,4.608727,0.783448,0.841426,0.194726,-3.825279,0.039003,0.031363,0.500000,0.000000,0.123060,0.000000,0.939887,0.747085,0.000000,0.421743,regulation-driven,neutral,0.527179,regulation-driven
ENSG00000069206,ADAM7,122100,regulation-driven,0.3406038697932379,0.7677759370781132,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.9971471903297274,0.178,1.44692,0.026995,0.522609,0.055043,-1.4199249999999999,0.118617,0.096301,0.500000,0.000000,0.170406,0.000000,0.949538,0.208484,0.992963,0.488098,regulation-driven,regulation-driven,0.361882,regulation-driven
ENSG00000069275,NUCKS1,16310,neutral,0.5,0.0,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.5022413892385834,0.0,4.340654,0.185633,0.955403,0.090469,-4.155021,0.732409,0.606152,0.500000,0.000000,0.538189,0.000000,0.196019,0.823080,0.000000,0.254775,neutral,neutral,0.318468,neutral
ENSG00000069482,GAL,11230,neutral,0.3410877334118287,0.764936742946702,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.9983904428065212,0.0,0.684526,-0.40125,0.413615,0.035478,-1.085776,0.805187,0.690591,0.500000,0.000000,0.588993,0.000000,0.957780,0.151387,0.000000,0.277292,neutral,neutral,0.346615,neutral
ENSG00000069667,RORA,112100,gene-driven,0.0,190.5511910203932,0.0,True,0.000000e+00,True,2.029505744286757,0.2592826894830781,False,True,False,False,False,0,False,0.8527566141932014,0.0,5.702359,0.188396,0.974393,0.132945,-5.513963,0.926417,0.972658,0.755282,0.000000,0.767100,0.000000,0.609168,0.993366,0.000000,0.400633,gene-driven,gene-driven,0.500792,gene-driven
ENSG00000069869,,384670,neutral,2.197131365733185e-13,56.90641620068345,1.4065033993766878e-12,True,1.406503e-12,True,1.0,1.0,False,False,False,False,False,1,False,0.8213770757330056,0.0,4.076379,0.178552,0.871179,0.113935,-3.8978270000000004,0.038199,0.728589,0.500000,0.000000,0.331946,0.000000,0.563731,0.764777,0.000000,0.332127,neutral,neutral,0.415159,neutral
ENSG00000069956,MAPK6,142200,neutral,7.793710121717368e-12,49.76911163594923,4.52943792285971e-11,True,4.529438e-11,True,2.628688554575148e-13,0.0007564104925334991,True,True,False,True,False,0,False,0.6501818102018531,0.0,5.29578,0.669929,0.971318,0.168173,-4.625851,0.229192,0.773020,0.005000,0.000000,0.313123,0.000000,0.371733,0.911339,0.000000,0.320768,neutral,neutral,0.400960,neutral
ENSG00000069966,GNB5,66930,neutral,0.5,0.0,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.7173469408891878,0.0,4.93699,0.080695,0.919377,0.082395,-4.856294999999999,0.292119,0.225171,0.500000,0.000000,0.269793,0.000000,0.439284,0.946924,0.000000,0.346552,regulation-driven,neutral,0.433190,regulation-driven
ENSG00000070019,GUCY2C,112190,regulation-driven,0.3056874606401971,0.9840897776957718,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.9961360467728997,0.0,3.07983,0.146082,0.742869,0.07434,-2.933748,0.139526,0.116003,0.500000,0.000000,0.183635,0.000000,0.943908,0.532971,0.000000,0.369220,regulation-driven,neutral,0.461525,regulation-driven
ENSG00000070047,,343970,neutral,0.005838169395483317,8.900381620900589,0.017936414189706002,True,1.793641e-02,True,0.1152906775898106,0.2053776369976453,False,True,False,False,False,0,False,0.429628915856474,0.0,1.551401,-0.041793,0.440259,0.091487,-1.593194,0.007640,0.034982,0.057645,0.000000,0.024698,0.000000,0.105750,0.240450,0.000000,0.086550,neutral,neutral,0.108187,neutral
ENSG00000070087,PFN2,54680,gene-driven,1.521005543736464e-14,62.24797449381367,1.0522227502844469e-13,True,1.052223e-13,True,1.567285874944541,0.005240930053948212,True,True,True,False,False,0,False,0.6996553910194233,0.0,4.88136,0.846052,0.977071,0.262003,-4.035308,0.601126,0.857861,0.662067,0.000000,0.600166,0.000000,0.423201,0.794934,0.000000,0.304534,gene-driven,gene-driven,0.380667,gene-driven
ENSG00000070159,PTPN3,227370,regulation-driven,0.4343898188386777,0.2813315347302705,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.7563140205306845,0.0,3.797282,0.074293,0.902636,0.070137,-3.722989,0.024729,0.021713,0.500000,0.000000,0.115169,0.000000,0.485525,0.724166,0.000000,0.302423,regulation-driven,neutral,0.378028,regulation-driven
ENSG00000070190,DAPP1,41290,regulation-driven,0.5,0.0,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.8524740058378307,0.21,3.720926,0.045907,0.840073,0.046709,-3.675019,0.461801,0.364897,0.500000,0.000000,0.371100,0.000000,0.608565,0.713510,0.993969,0.529312,regulation-driven,neutral,0.413148,neutral
ENSG00000070193,FGF10,9400,gene-driven,0.0,104.5572818544092,0.0,True,0.000000e+00,True,4.120755437206864,7.450822181453987e-10,True,True,True,False,False,0,False,0.7472503324794731,0.0,4.309046,0.297123,0.956307,0.139524,-4.011923,0.999196,0.946924,1.000000,0.000000,0.833796,0.000000,0.474467,0.790913,0.000000,0.316345,gene-driven,gene-driven,0.395431,gene-driven
ENSG00000070269,TMEM260,102650,neutral,4.041000655718996e-05,18.8465718722,0.00014502119236324882,True,1.450212e-04,True,2.068908441044546e-11,0.2860023774871845,False,True,False,False,False,0,False,0.5007112475137686,0.0,3.331331,0.42404,0.82435,0.163523,-2.907291,0.218737,0.471452,0.005000,0.000000,0.218994,0.000000,0.194009,0.527543,0.000000,0.180388,neutral,neutral,0.225485,neutral
ENSG00000070367,EXOC5,139020,neutral,0.01625890398035135,6.851934805017663,0.04793822667354334,True,4.793823e-02,True,1.882398226009775e-11,0.4183949007120735,False,True,False,False,False,0,False,0.5546285575169051,0.0,5.454499,0.361725,0.988235,0.125625,-5.092774,0.103136,0.156413,0.005000,0.000000,0.084022,0.000000,0.259751,0.972055,0.000000,0.307951,neutral,neutral,0.384939,neutral
ENSG00000070610,GBA2,129910,neutral,0.5,-0.001208683868753724,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.4016461220526613,0.0,3.681229,1.05657,0.788694,0.258654,-2.6246590000000003,0.100322,0.078006,0.500000,0.000000,0.158514,0.000000,0.077402,0.456172,0.000000,0.133394,neutral,neutral,0.166742,neutral
ENSG00000070748,CHAT,124360,neutral,5.045963646921336e-14,59.84988812905794,3.3420270545654757e-13,True,3.342027e-13,True,1.0,0.9999947281776513,False,False,False,False,False,0,False,0.9413088507955896,0.0,3.442618,0.127295,0.732122,0.093551,-3.315323,0.312626,0.820064,0.500000,0.000000,0.455438,0.000000,0.761962,0.631283,0.000000,0.348311,neutral,gene-driven,0.435389,neutral
ENSG00000070756,,393850,neutral,6.13722875852929e-08,31.82632053154521,2.6591093941572027e-07,True,2.659109e-07,True,0.4882671803274686,1.405903613871384e-05,True,True,False,True,False,0,False,0.48341459590864966,0.0,5.768326,0.672273,0.979798,0.163424,-5.096053,0.011862,0.340370,0.244134,0.000000,0.155089,0.000000,0.173703,0.972658,0.000000,0.286590,neutral,neutral,0.358238,neutral
ENSG00000070759,TESK2,73750,neutral,0.4827038936348634,0.07040937884084997,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.6167041548390874,0.0,3.676096,0.21869,0.825779,0.150526,-3.4574059999999998,0.258142,0.200643,0.500000,0.000000,0.250543,0.000000,0.333132,0.666868,0.000000,0.250000,neutral,neutral,0.312500,neutral
ENSG00000070886,EPHA8,113050,gene-driven,0.0,97.86824998927477,0.0,True,0.000000e+00,True,1.235152819539462,0.02531458224125227,False,True,False,False,False,0,False,0.9435108127776203,0.0,3.68572,0.130073,0.798638,0.10682,-3.555647,0.925010,0.898271,0.576172,0.000000,0.708469,0.000000,0.767591,0.685565,0.000000,0.363289,gene-driven,gene-driven,0.454111,gene-driven
ENSG00000070985,TRPM5,145920,neutral,3.381441540273311e-06,23.80812253536715,1.305845514077597e-05,True,1.305846e-05,True,0.3250505152517847,0.124647417574955,False,True,False,False,False,0,False,0.9192362949665569,0.0,2.350555,-0.047883,0.653696,0.139887,-2.398438,0.140531,0.467431,0.162525,0.000000,0.221920,0.000000,0.714314,0.398070,0.000000,0.278096,neutral,neutral,0.347620,neutral
ENSG00000071073,MGAT4A,57861,neutral,0.4365759477534005,0.271291491415468,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.6970092343225659,0.0,4.678873,0.153948,0.948038,0.087235,-4.5249250000000005,0.336349,0.266988,0.500000,0.000000,0.297819,0.000000,0.420185,0.894652,0.000000,0.328709,regulation-driven,neutral,0.410887,neutral
ENSG00000071189,,343010,regulation-driven,0.1437061611917401,2.49367486150004,0.366561254239854,False,3.665613e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.44301181952960483,0.0,5.223175,0.230576,0.978567,0.11442,-4.992599,0.005026,0.007439,0.500000,0.000000,0.103991,0.000000,0.122638,0.960997,0.000000,0.270909,regulation-driven,regulation-driven,0.338636,regulation-driven
ENSG00000071243,ING3,48910,gene-driven,2.549351840741565e-10,42.79372923914343,1.3140389695179838e-09,True,1.314039e-09,True,1.0,1.0,False,False,False,False,False,0,False,0.49172128334278453,0.0,5.492522,0.434756,0.946054,0.126967,-5.057766,0.568758,0.809811,0.500000,0.000000,0.542008,0.000000,0.182951,0.967833,0.000000,0.287696,neutral,gene-driven,0.359620,gene-driven
ENSG00000071246,VASH1,44730,gene-driven,0.0006683107711690783,13.23522017160576,0.002219077286912547,True,2.219077e-03,True,2.160388463299227,0.0002225620535013517,True,True,True,False,False,0,False,0.4938452949572135,0.0,4.819299,0.21445,0.899001,0.090214,-4.604849,0.488540,0.583233,0.777823,0.000000,0.501524,0.000000,0.185565,0.907720,0.000000,0.273321,neutral,gene-driven,0.341652,gene-driven
ENSG00000071462,BUD23,29980,gene-driven,1.261405424557438e-10,44.20095484359626,6.710407039303419e-10,True,6.710407e-10,True,1.0,0.9999973640888257,False,False,False,False,False,0,False,0.7641749426639575,0.0,3.55572,0.040278,0.79476,0.072283,-3.515442,0.710294,0.833333,0.500000,0.000000,0.598603,0.000000,0.494974,0.677724,0.000000,0.293175,gene-driven,gene-driven,0.366468,gene-driven
ENSG00000071537,SEL1L,114090,neutral,1.656939639382848e-07,29.83995232068992,6.978507846139108e-07,True,6.978508e-07,True,1.0,1.0,False,False,False,False,False,0,False,0.8102388364626323,0.0,4.418961,0.274002,0.912452,0.108814,-4.144959,0.226578,0.627865,0.500000,0.000000,0.367662,0.000000,0.548452,0.819863,0.000000,0.342079,neutral,neutral,0.427598,neutral
ENSG00000071575,TRIB2,58040,regulation-driven,0.463270177693874,0.1525953547752579,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.7453377349933239,0.196,5.444095,0.152898,0.954153,0.121547,-5.2911969999999995,0.334942,0.262967,0.500000,0.000000,0.296120,0.000000,0.472256,0.983313,0.993768,0.562646,regulation-driven,regulation-driven,0.454865,regulation-driven
ENSG00000071677,PRLH,2610,neutral,0.5,-0.001117305084108011,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.9768069831254069,0.0,0.987337,0.052195,0.39772,0.18895,-0.935142,0.880378,0.810213,0.500000,0.000000,0.651196,0.000000,0.867913,0.130277,0.000000,0.249548,neutral,neutral,0.311934,neutral
ENSG00000072042,RDH11,54990,neutral,0.5,0.0,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.8011663303429554,0.0,3.428856,0.290635,0.786877,0.101804,-3.138221,0.354644,0.276840,0.500000,0.000000,0.307177,0.000000,0.537394,0.579815,0.000000,0.279302,neutral,neutral,0.349128,neutral
ENSG00000072080,SPP2,19070,neutral,0.4196273019181631,0.3504823149432923,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.9999808694229467,0.0,0.816483,-0.116,0.362237,0.032517,-0.932483,0.698432,0.577805,0.500000,0.000000,0.517793,0.000000,0.989948,0.129674,0.000000,0.279906,neutral,neutral,0.349882,neutral
ENSG00000072134,EPN2,154998,gene-driven,0.0,546.3841927307512,0.0,True,0.000000e+00,True,1.772891589903153,1.110223024625157e-16,True,True,True,False,False,0,False,0.5170772694637248,0.0,3.675281,-0.002247,0.797573,0.060616,-3.677528,0.908725,0.998593,0.706526,0.000000,0.758937,0.000000,0.215320,0.714918,0.000000,0.232559,gene-driven,gene-driven,0.290699,gene-driven
ENSG00000072182,ASIC4,121370,regulation-driven,0.4228445241188333,0.3352070844121045,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.9904101884195855,0.0,3.574271,0.335763,0.868477,0.163048,-3.238508,0.119019,0.093084,0.500000,0.000000,0.169582,0.000000,0.919180,0.609972,0.000000,0.382288,regulation-driven,neutral,0.477860,regulation-driven
ENSG00000072401,UBE2D1,22790,neutral,0.5,-0.0002387914246355649,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.7421935227838111,0.0,5.375739,0.274212,0.946669,0.122661,-5.101527,0.645155,0.523723,0.500000,0.000000,0.482921,0.000000,0.468637,0.973060,0.000000,0.360424,neutral,neutral,0.450530,neutral
ENSG00000072415,PALS1,131300,neutral,0.5,-8.029916352825239e-05,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.5879773569377361,0.0,4.762814,0.339709,0.970197,0.131181,-4.423105,0.098311,0.075794,0.500000,0.000000,0.157147,0.000000,0.298955,0.877161,0.000000,0.294029,regulation-driven,neutral,0.367536,regulation-driven
ENSG00000072422,RHOBTB1,112950,neutral,0.4682350772593444,0.1312752535523032,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.6208036024702612,0.0,4.45001,0.413894,0.859576,0.156315,-4.036116,0.133896,0.102734,0.500000,0.000000,0.177684,0.000000,0.338359,0.795738,0.000000,0.283524,regulation-driven,neutral,0.354405,regulation-driven
ENSG00000072571,HMMR,98590,gene-driven,2.775557561562891e-16,70.18602742600342,2.1370933918287645e-15,True,2.137093e-15,True,2.778191254973769,8.538467044516551e-09,True,True,True,False,False,0,False,0.9734224115768402,0.0,2.114733,0.213386,0.763577,0.104817,-1.9013470000000001,0.441697,0.856051,0.868536,0.000000,0.585117,0.000000,0.857660,0.298351,0.000000,0.289003,gene-driven,gene-driven,0.361253,gene-driven
ENSG00000072609,CHFR,119440,gene-driven,1.444538932915407e-11,48.53499824636674,8.202210790321044e-11,True,8.202211e-11,True,3.09988727899731,0.395899684345294,False,True,False,False,False,0,False,0.4757299781733581,0.0,3.26954,-0.010546,0.73763,0.062622,-3.2800860000000003,0.287696,0.781263,0.908054,0.000000,0.516683,0.000000,0.163651,0.621431,0.000000,0.196271,gene-driven,gene-driven,0.245338,gene-driven
ENSG00000072832,CRMP1,153430,regulation-driven,0.2224465232701421,1.619842740983586,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.8740666056365222,0.0,3.825775,-0.071393,0.852729,0.047328,-3.897168,0.075593,0.071371,0.500000,0.000000,0.147869,0.000000,0.640129,0.764576,0.000000,0.351176,regulation-driven,neutral,0.438970,regulation-driven
ENSG00000072840,EVC,122680,neutral,2.304450297252458e-09,38.39055296762672,1.0979248830013147e-08,True,1.097925e-08,True,2.233445561860224,0.9054264274606394,False,True,False,False,False,0,False,0.6984541399250911,0.131,1.287825,-0.116897,0.567224,0.05688,-1.404722,0.233615,0.715521,0.789818,0.000000,0.454385,0.000000,0.421592,0.205267,0.991154,0.354946,neutral,neutral,0.195893,gene-driven
ENSG00000072858,SIDT1,142460,regulation-driven,0.489762387014233,0.04137549878214486,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.818865073868323,0.0,3.785576,0.183678,0.865058,0.082872,-3.601898,0.085444,0.066747,0.500000,0.000000,0.149930,0.000000,0.560113,0.696220,0.000000,0.314083,regulation-driven,neutral,0.392604,regulation-driven
ENSG00000073060,SCARB1,169680,gene-driven,1.742495037149183e-13,57.37025717194047,1.1256065343870178e-12,True,1.125607e-12,True,2.863103439701677,0.1333085151820329,False,True,False,False,False,0,False,0.9605646048389951,0.0,2.785156,-0.116232,0.702282,0.04568,-2.9013880000000003,0.203659,0.799960,0.879395,0.000000,0.487148,0.000000,0.818456,0.526337,0.000000,0.336198,neutral,gene-driven,0.420248,neutral
ENSG00000073067,CYP2W1,64300,neutral,0.3792602571498531,0.5527708693261957,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.9493977368399198,0.0,1.159082,-0.28295,0.39229,0.121665,-1.442032,0.303579,0.239445,0.500000,0.000000,0.278086,0.000000,0.783072,0.213711,0.000000,0.249196,neutral,neutral,0.311495,neutral
ENSG00000073598,FNDC8,10494,neutral,0.07634066038267223,3.758804800616417,0.2068183250236447,False,2.068183e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.9994644708280653,0.0,1.300519,0.127316,0.642275,0.116745,-1.173203,0.819260,0.724568,0.500000,0.000000,0.604111,0.000000,0.971854,0.165058,0.000000,0.284228,neutral,neutral,0.355285,neutral
ENSG00000073734,ABCB11,118580,gene-driven,0.0,86.26150764957129,0.0,True,0.000000e+00,True,43.94754392556811,2.276581952243006e-05,True,True,True,False,False,0,False,0.984711493676201,0.0,3.893093,0.278025,0.835167,0.127138,-3.615068,0.922396,0.881182,1.000000,0.000000,0.787193,0.000000,0.895456,0.700442,0.000000,0.398975,gene-driven,gene-driven,0.498718,gene-driven
ENSG00000073737,DHRS9,85540,neutral,0.5,0.0,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.801055081986084,0.0,2.683579,0.283673,0.682209,0.126482,-2.399906,0.208283,0.161238,0.500000,0.000000,0.221271,0.000000,0.536992,0.398472,0.000000,0.233866,neutral,neutral,0.292332,neutral
ENSG00000073754,CD5L,23400,neutral,0.5,0.0,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.9997146228957846,0.0,0.747192,-0.006346,0.304386,0.051573,-0.7535379999999999,0.638922,0.518496,0.500000,0.000000,0.479172,0.000000,0.976880,0.107559,0.000000,0.271110,neutral,neutral,0.338887,neutral
ENSG00000073756,PTGS2,46880,neutral,0.457918127739684,0.1758353813529538,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.8680901063810392,0.0,4.0258,1.27927,0.826791,0.293286,-2.7465300000000004,0.414154,0.328910,0.500000,0.000000,0.343627,0.000000,0.629272,0.486329,0.000000,0.278900,neutral,neutral,0.348625,neutral
ENSG00000073792,IGF2BP2,122280,regulation-driven,0.5,0.0,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.7095280686797106,0.105,4.544302,0.123073,0.916005,0.089732,-4.421229,0.116003,0.088259,0.500000,0.000000,0.167079,0.000000,0.431846,0.876558,0.989345,0.524970,regulation-driven,regulation-driven,0.408876,regulation-driven
ENSG00000074071,MRPS34,12708,gene-driven,0.0,88.77156877356447,0.0,True,0.000000e+00,True,4.024742873051691,4.234390615920347e-12,True,True,True,False,False,0,False,0.39323017858130527,0.0,2.286145,1.62411,0.723078,0.548225,-0.6620349999999999,0.997587,0.929634,1.000000,0.000000,0.828046,0.000000,0.067551,0.095094,0.000000,0.040661,gene-driven,gene-driven,0.050827,gene-driven
ENSG00000074211,PPP2R2C,134930,gene-driven,0.0,76.81920208257361,0.0,True,0.000000e+00,True,1.358321574050675,1.0,False,True,False,False,False,0,False,0.9280777050596947,0.0,4.805938,-0.14411,0.925176,0.036633,-4.950048000000001,0.913953,0.860877,0.610456,0.000000,0.700238,0.000000,0.734419,0.955971,0.000000,0.422598,neutral,gene-driven,0.528247,gene-driven
ENSG00000074276,CDHR2,148650,gene-driven,5.786982004707397e-12,50.36452458068379,3.394392510780023e-11,True,3.394393e-11,True,1.52564026267546,0.4967488141981148,False,True,False,False,False,0,False,0.976595170689639,0.0,1.299612,0.094237,0.477827,0.094663,-1.205375,0.217933,0.772819,0.652354,0.000000,0.438593,0.000000,0.867310,0.170487,0.000000,0.259449,neutral,gene-driven,0.324312,neutral
ENSG00000074317,SNCB,20060,gene-driven,6.405216301796912e-09,36.34601190503963,2.947229036552992e-08,True,2.947229e-08,True,1.744736872760098,0.06474573291263985,False,True,False,False,False,0,False,0.9953520718119541,0.0,3.669492,0.160725,0.898858,0.094987,-3.5087669999999997,0.775834,0.828307,0.700752,0.000000,0.660185,0.000000,0.940893,0.676317,0.000000,0.404302,neutral,gene-driven,0.505378,gene-driven
ENSG00000074410,CA12,70690,neutral,0.5,0.0,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.883375052864673,0.0,2.769869,0.050217,0.732362,0.063261,-2.719652,0.272014,0.209690,0.500000,0.000000,0.258112,0.000000,0.654403,0.479292,0.000000,0.283424,neutral,neutral,0.354280,neutral
ENSG00000074416,MGLL,91420,neutral,0.5,0.0,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.6749990012375384,0.0,3.169252,-0.135969,0.819973,0.044998,-3.3052210000000004,0.189988,0.144552,0.500000,0.000000,0.209861,0.000000,0.397467,0.628468,0.000000,0.256484,neutral,neutral,0.320605,neutral
ENSG00000074771,NOX3,20410,neutral,0.4379229882207858,0.2651300589550374,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,1,False,0.9215284436890079,0.0,3.10872,0.279208,0.794632,0.163635,-2.829512,0.679534,0.560515,0.500000,0.000000,0.505991,0.000000,0.719542,0.508846,0.000000,0.307097,neutral,neutral,0.383871,neutral
ENSG00000074935,TUBE1,66450,neutral,0.4999928460522569,2.861599568859674e-05,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.6089608758922032,0.0,4.523611,0.574134,0.912255,0.144828,-3.949477,0.294733,0.227784,0.500000,0.000000,0.271492,0.000000,0.325694,0.777644,0.000000,0.275834,neutral,neutral,0.344793,neutral
ENSG00000075073,TACR2,41180,neutral,0.4866366766265576,0.05418059531075414,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.9623538950303242,0.0,3.011619,0.233654,0.661921,0.099504,-2.777965,0.463410,0.366506,0.500000,0.000000,0.372145,0.000000,0.823884,0.494371,0.000000,0.329564,neutral,neutral,0.411955,neutral
ENSG00000075142,SRI,50970,neutral,0.4946982136098012,0.0213203825042001,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.4988088964906088,0.0,3.826257,0.219098,0.854998,0.087118,-3.6071590000000002,0.382589,0.301769,0.500000,0.000000,0.324437,0.000000,0.191998,0.698231,0.000000,0.222557,neutral,neutral,0.278197,neutral
ENSG00000075188,NUP37,33830,neutral,0.5,0.0,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.4459432308460612,0.0,3.990789,0.254702,0.936216,0.118412,-3.736087,0.530157,0.421592,0.500000,0.000000,0.412033,0.000000,0.125854,0.727181,0.000000,0.213259,neutral,neutral,0.266573,neutral
ENSG00000075290,WNT8B,21310,neutral,0.3489544321670277,0.7193335031570314,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.938148041159504,0.0,4.972309,0.402833,0.91804,0.133301,-4.569476,0.667471,0.557700,0.500000,0.000000,0.500925,0.000000,0.754926,0.901890,0.000000,0.414204,neutral,neutral,0.517755,neutral
ENSG00000075303,SLC25A40,43860,gene-driven,0.0003289922133789536,14.65265858902421,0.001117001549042263,True,1.117002e-03,True,0.0,0.01540190505746841,True,True,False,False,False,0,False,0.5059104220122119,0.0,3.545818,0.292998,0.839858,0.107236,-3.2528200000000003,0.502815,0.609771,0.005000,0.000000,0.359916,0.000000,0.200241,0.616003,0.000000,0.204061,neutral,gene-driven,0.255076,neutral
ENSG00000075407,ZNF37A,75360,neutral,0.448036696846951,0.2194659135020629,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,1,False,0.5111107060445189,0.0,0.253291,0.063255,0.232594,0.102044,-0.19003599999999998,0.250905,0.196823,0.500000,0.000000,0.246864,0.000000,0.205468,0.044632,0.000000,0.062525,neutral,neutral,0.078156,neutral
ENSG00000075420,FNDC3B,263390,regulation-driven,0.5,-0.005775224344688468,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.5263408628024301,0.0,4.243629,0.105236,0.881504,0.079481,-4.138393000000001,0.013470,0.010655,0.500000,0.000000,0.107911,0.000000,0.226578,0.817652,0.000000,0.261057,regulation-driven,regulation-driven,0.326322,regulation-driven
ENSG00000075673,ATP12A,128870,neutral,0.008932820555880738,8.049751803468098,0.02705959162299074,True,2.705959e-02,True,4.626817866347738,0.006719026922460403,True,True,True,False,False,0,False,0.9396215646681683,0.0,4.113146,0.384545,0.811488,0.127455,-3.7286010000000003,0.124447,0.196421,1.000000,0.000000,0.302483,0.000000,0.757539,0.725573,0.000000,0.370778,dual-driven,neutral,0.463472,dual-driven
ENSG00000075884,ARHGAP15,76540,neutral,0.5,0.0,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,4,False,0.8923858964523209,0.0,3.750802,0.487275,0.924971,0.209739,-3.2635270000000003,0.244471,0.188782,0.500000,0.000000,0.242199,0.000000,0.669079,0.618215,0.000000,0.321823,regulation-driven,neutral,0.402279,regulation-driven
ENSG00000075914,EXOSC7,40380,neutral,0.5,0.0,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.5162728872615162,0.0,4.574253,0.087041,0.906191,0.068823,-4.4872119999999995,0.470446,0.371733,0.500000,0.000000,0.376176,0.000000,0.214314,0.887616,0.000000,0.275483,neutral,neutral,0.344353,neutral
ENSG00000075945,KIFAP3,151350,neutral,0.5,0.0,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.5717352712003657,0.0,4.622876,0.327903,0.953576,0.137791,-4.294973,0.074789,0.057097,0.500000,0.000000,0.143305,0.000000,0.278046,0.855649,0.000000,0.283424,regulation-driven,neutral,0.354280,regulation-driven
ENSG00000075975,MKRN2,102090,gene-driven,0.0,182.3306480850515,0.0,True,0.000000e+00,True,1.366421197499662,6.569500929698435e-05,True,True,True,False,False,0,False,0.8267298945399199,0.0,3.432668,0.134828,0.735612,0.077397,-3.29784,0.932047,0.969642,0.612601,0.000000,0.739629,0.000000,0.569361,0.625854,0.000000,0.298804,gene-driven,gene-driven,0.373505,gene-driven
ENSG00000076003,MCM6,80570,neutral,0.5,0.0,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.5589512671883413,0.0,4.917661,0.395824,0.935653,0.113326,-4.521837,0.226980,0.175915,0.500000,0.000000,0.232218,0.000000,0.266385,0.894250,0.000000,0.290159,regulation-driven,neutral,0.362698,neutral
