ID,chr_hg38,start_hg38,end_hg38,log2_D1,p.adj_D1,log2_D3,p.adj_D3,active_both
HAR1617,chr2,235865019.0,235865565.0,0.061000000000000006,0.00966070175438596,0.2125,0.0386628021015762,True
HAR1619,chr2,236867957.0,236868247.0,0.03799999999999999,0.0012219886462882,-0.095,0.00240427378190255,False
HAR1620,chr2,237315617.0,237315847.0,0.38,0.00643455133387227,0.714,0.00590129566694987,True
HAR1624,chr20,4256936.0,4256953.0,0.0935,0.0148115124272871,0.223,0.0353364705882353,True
HAR1627,chr20,6651015.0,6651398.0,-0.23299999999999998,0.000436887272727273,0.14600000000000002,0.000897742666666667,False
HAR1634,chr20,8901738.0,8901891.0,-0.0915,0.0621248201438849,0.059500000000000004,0.0390316064887493,False
HAR1636,chr20,9474913.0,9475383.0,-0.24,0.00177514016736401,0.159,0.0173482525697504,False
HAR1646,chr20,16440849.0,16441125.0,0.456,0.000581449115044248,0.356,0.00133672278820375,True
HAR1648,chr20,21147002.0,21147034.0,0.028000000000000004,0.0195313790713791,-0.004500000000000004,0.0813122440566167,False
HAR1652,chr20,31837396.0,31837590.0,0.426,0.00202474821428571,0.27749999999999997,0.00629607891491985,True
HAR1661,chr20,40751742.0,40751953.0,0.05399999999999999,0.0191591994382022,0.017,0.630296336373473,False
HAR1663,chr20,40859593.0,40859633.0,0.3045,0.00149809185185185,0.396,0.003307645398773,True
HAR1670,chr20,42896898.0,42897244.0,0.1225,0.00436380834621329,-0.006000000000000005,0.0978460220635951,False
HAR1677,chr20,53003720.0,53003856.0,0.0865,0.0486098074122026,-0.1335,0.0252986952931462,False
HAR1683,chr20,60240961.0,60241119.0,0.2825,0.0058653991416309,0.18750000000000003,0.00620403484031522,True
HAR1686,chr20,63085801.0,63086010.0,0.14800000000000002,0.00132248059701492,0.392,0.000753027195467422,True
HAR1694,chr21,14874906.0,14875089.0,-0.028999999999999998,0.00230211717495987,0.0925,0.0154390654205607,False
HAR1695,chr21,16071060.0,16071470.0,0.316,0.00598061946902654,0.158,0.309327664399093,False
HAR1703,chr21,20574367.0,20574585.0,0.3195,0.00588023313407344,0.452,0.0131773537604457,True
HAR1732,chr22,38153315.0,38153480.0,0.11400000000000002,0.000563532571428572,-0.23750000000000002,0.000402044375,False
HAR1737,chr22,49101589.0,49101875.0,-0.221,0.00478771511627906,0.023999999999999994,0.0326233707865169,False
HAR1749,chr3,1635385.0,1635783.0,0.112,0.000515142569832402,0.021,0.00342341931613677,True
HAR1750,chr3,1669547.0,1669853.0,0.094,0.0202927479526843,0.134,0.0414819437340153,True
HAR1755,chr3,2639930.0,2640158.0,-0.0045000000000000005,0.605004467434752,0.2405,0.0424079472438282,False
HAR1759,chr3,4733085.0,4733226.0,0.19699999999999998,0.00235506855791962,0.268,0.000437167808219178,True
HAR1762,chr3,5426279.0,5426459.0,0.1325,0.173666299559471,0.544,0.00702426749130266,False
HAR1765,chr3,6928153.0,6928383.0,-0.113,0.0193273306958343,0.04000000000000001,0.00486194244604316,False
HAR1779,chr3,25454124.0,25454151.0,0.083,0.0291665832192451,0.1865,0.0133926394257316,True
HAR1782,chr3,27910429.0,27910578.0,0.568,0.0253140210439447,0.583,0.290223824632247,False
HAR1798,chr3,55543152.0,55543602.0,0.6659999999999999,0.000806593350383632,0.2275,0.000895631292517007,True
HAR1801,chr3,58824526.0,58824756.0,-0.127,0.14344507862551,0.09,0.0453888356729975,False
HAR1805,chr3,59440633.0,59440892.0,0.229,0.00886989537630779,-0.126,0.493561028371745,False
HAR1809,chr3,60332908.0,60333098.0,0.052000000000000005,0.0405891891891892,0.1325,0.0116104798578199,True
HAR1817,chr3,61220311.0,61220344.0,0.009000000000000001,0.0148951938802427,-0.08449999999999999,0.0610487804878049,False
HAR1820,chr3,63967904.0,63968144.0,0.152,0.000457193544303797,0.178,0.0799050580431177,False
HAR1822,chr3,64539803.0,64539841.0,0.08549999999999999,0.0108096339587819,0.22549999999999998,0.0217456692223439,True
HAR1823,chr3,64590026.0,64590177.0,0.369,0.00114843529411764,0.39549999999999996,0.00326922448979591,True
HAR1833,chr3,68634031.0,68634356.0,0.0695,0.000954331075697211,0.103,0.00110148174474959,True
HAR1835,chr3,69231845.0,69231867.0,0.0675,0.0313766381766382,0.08600000000000001,0.0174984723911457,True
HAR1838,chr3,69997584.0,69998261.0,-0.28600000000000003,0.00210328949615713,0.027999999999999997,0.00450993259557344,False
HAR1843,chr3,70595498.0,70595872.0,0.224,0.00541754447439353,0.365,0.000658397826086956,True
HAR1853,chr3,76365386.0,76365827.0,-0.0295,0.0007509,0.0685,0.00935223064250411,False
HAR1855,chr3,76547790.0,76548098.0,0.1015,0.000402044375,0.389,0.00047587156626506,True
HAR1872,chr3,84601121.0,84601293.0,0.108,0.00446501674277016,0.042499999999999996,0.0151788090885349,True
HAR1899,chr3,107598985.0,107599445.0,0.3385,0.00478739737991266,0.6675000000000001,0.00350508289241622,True
HAR1903,chr3,109734095.0,109734459.0,-0.0925,0.00498941599621391,0.0885,0.0203130484200955,False
HAR1910,chr3,114554091.0,114554455.0,0.0075,0.00172658134490238,0.132,0.0188212367240972,True
HAR1915,chr3,116409685.0,116409829.0,0.0205,0.0125684372331341,0.085,0.0123601381294964,True
HAR1922,chr3,125942866.0,125943047.0,0.28,0.00232606036536934,0.253,0.0357120518825437,True
HAR1923,chr3,127449597.0,127449787.0,0.0655,0.0477422562764917,0.145,0.0864082658022691,False
HAR1928,chr3,137864338.0,137864761.0,0.082,0.00312954510800508,0.333,0.0156267854376452,True
HAR1931,chr3,139774703.0,139775001.0,0.082,0.000728551785714286,0.082,0.0123601381294964,True
HAR1932,chr3,140384294.0,140384449.0,0.5449999999999999,0.000636056470588235,0.5275,0.00116090061349693,True
HAR1938,chr3,144688383.0,144688755.0,0.111,0.0873656881228117,0.223,0.01470794070937,False
HAR1951,chr3,160180706.0,160181034.0,0.108,0.00378824831460674,0.294,0.003164676340694,True
HAR1960,chr3,169435787.0,169436069.0,0.3505,0.00208183260680034,0.34800000000000003,0.0217690299978104,True
HAR1962,chr3,171102011.0,171102311.0,0.17,0.0319893308199811,0.1085,0.643974794436333,False
HAR1980,chr3,182518652.0,182518826.0,0.05750000000000001,0.00562928101709776,0.04050000000000001,0.0154160862785863,True
HAR1983,chr3,184351502.0,184351820.0,0.15,0.00414699788806758,0.123,0.00600214556163231,True
HAR1996,chr4,1611908.0,1612332.0,0.312,0.174973400747417,0.013,0.0137978898582334,False
HAR2007,chr4,16757157.0,16757587.0,0.2475,0.0113207777445408,0.1665,0.107325510461306,False
HAR2012,chr4,20193617.0,20194327.0,-0.016,0.00178711064718162,0.054,0.000783726229508197,False
HAR2013,chr4,20338526.0,20338552.0,0.05500000000000001,0.0353364705882353,-0.014500000000000006,0.255149329359165,False
HAR2014,chr4,22735692.0,22735954.0,0.08700000000000001,0.00831992987377279,-0.014500000000000006,0.0913202867764206,False
HAR2035,chr4,34718971.0,34719346.0,0.10250000000000001,0.00723827703984819,0.1355,0.0109720547945205,True
HAR2044,chr4,42148251.0,42148980.0,0.225,0.00493703372921615,0.086,0.291275660105617,False
HAR2049,chr4,52597568.0,52597586.0,0.02149999999999999,0.0101421496512365,-0.03399999999999999,0.0384536653805682,False
HAR2050,chr4,53210379.0,53210624.0,-0.0465,0.170998673446827,0.0165,0.0121436998254799,False
HAR2052,chr4,55082573.0,55082723.0,0.083,0.0267047566909976,0.2435,0.0553971361867704,False
HAR2053,chr4,56938291.0,56938518.0,0.067,0.0029580909090909,0.2095,0.0227290721205597,True
HAR2056,chr4,57355397.0,57355615.0,1.0625,0.000402044375,3.2025,0.00106537948717948,True
HAR2073,chr4,62856716.0,62856885.0,-0.096,0.00528639071038251,0.034999999999999996,0.0418016293279022,False
HAR2076,chr4,65611726.0,65611825.0,0.2175,0.00717603211009174,0.056,0.217292269532865,False
HAR2081,chr4,76375495.0,76375759.0,0.216,0.00474909384164222,-0.018,0.506879187984816,False
HAR2091,chr4,84001755.0,84001949.0,0.005499999999999991,0.00110148174474959,0.045,0.678766835462172,False
HAR2092,chr4,84474187.0,84474417.0,-0.1025,0.0252215429162358,0.137,0.0355247020585049,False
HAR2099,chr4,94934269.0,94934659.0,0.153,0.0211732460035524,-0.047,0.0676289947704823,False
HAR2105,chr4,100147759.0,100147792.0,0.48,0.00456517313432835,0.976,0.0088400947225981,True
HAR2106,chr4,100588037.0,100588351.0,0.583,0.00102111022727272,0.835,0.00105947089947089,True
HAR2108,chr4,101191868.0,101191927.0,0.2445,0.0263527443378902,0.27,0.0568599907278628,False
HAR2125,chr4,123396505.0,123396895.0,0.1305,0.00259490280777537,0.23349999999999999,0.00259490280777537,True
HAR2155,chr4,154827957.0,154828074.0,0.2065,0.00315169152970922,0.294,0.00667201904006346,True
HAR2158,chr4,158164935.0,158165157.0,0.1915,0.0267635479951397,0.052000000000000005,0.0403932413793103,True
HAR2162,chr4,165683887.0,165683906.0,0.0975,0.00428862928348909,0.224,0.00261693456614509,True
HAR2164,chr4,166174574.0,166174597.0,-0.052,0.012625186026697,0.1575,0.0348171960569551,False
HAR2168,chr4,171110801.0,171110926.0,0.0205,0.782198879755583,0.0605,0.0196248121687025,False
HAR2170,chr4,172416621.0,172416941.0,-0.014,0.493561028371745,0.044,0.00344310781990521,False
HAR2173,chr4,173735645.0,173735784.0,-0.019499999999999997,0.00112992571428571,0.0020000000000000018,0.00280117903335602,False
HAR2175,chr4,174422448.0,174422607.0,0.058,0.463227862045589,0.0775,0.0139664557988646,False
HAR2177,chr4,177965842.0,177966102.0,0.24,0.0133354854771784,0.305,0.0917479194275113,False
HAR2186,chr4,181332121.0,181332346.0,0.0885,0.0349509818181818,0.1785,0.179993462628024,False
HAR2196,chr4,182307667.0,182308097.0,-0.1355,0.0009186715835141,0.051500000000000004,0.0279855169676523,False
HAR2200,chr4,182960993.0,182961213.0,0.08399999999999999,0.0046686551893753,0.014000000000000005,0.41125406824147,False
HAR2204,chr5,418774.0,418972.0,0.456,0.00147548560700876,0.662,0.000217761,True
HAR2214,chr5,5374047.0,5374407.0,-0.08499999999999999,0.00128309126213592,0.112,0.00767746230231702,False
HAR2228,chr5,24623051.0,24623341.0,0.005000000000000001,0.00698782473827064,-0.245,0.0339936326831064,False
HAR2249,chr5,44613541.0,44613991.0,0.166,0.00190796535129932,0.149,0.0228639939875456,True
HAR2252,chr5,52465676.0,52466486.0,0.1015,0.00250678096676737,0.0335,0.0250714747307374,True
HAR2255,chr5,53994214.0,53994612.0,0.828,0.000593537478260869,0.533,0.0026284149611856,True
HAR2256,chr5,54028747.0,54029042.0,0.056499999999999995,0.0205651891891892,0.15,0.19377031349968,False
HAR2269,chr5,77693892.0,77694375.0,0.01,0.0685396880415945,0.051,0.040034135364376,False
HAR2275,chr5,86587948.0,86588112.0,0.089,0.0355247020585049,-0.0895,0.340657261410788,False
HAR2277,chr5,88480792.0,88481366.0,-0.24,0.00433956656346749,0.001,0.024205296956978,False
HAR2280,chr5,89149440.0,89149809.0,0.093,0.0108946005509642,0.134,0.0257601273623665,True
HAR2281,chr5,89457963.0,89458333.0,-0.33,0.000806593350383632,0.255,0.000402044375,False
HAR2295,chr5,102941076.0,102941466.0,0.125,0.00984470437017995,0.023,0.00776887431693989,True
HAR2298,chr5,106204317.0,106204539.0,0.641,0.0100215900383142,2.357,0.000892869703872437,True
HAR2303,chr5,107660018.0,107660236.0,0.031,0.21220238961039,0.04999999999999999,0.0228940780445969,False
HAR2305,chr5,110348538.0,110348649.0,0.11349999999999999,0.0342007713498623,0.2385,0.176333369911116,False
HAR2332,chr5,127062805.0,127063924.0,0.1125,0.00125221719197707,0.0685,0.0431537220635187,True
HAR2343,chr5,141804289.0,141804468.0,0.2945,0.000417839516129032,0.3055,0.00289768463073852,True
HAR2352,chr5,150329929.0,150330061.0,0.8665,0.000402044375,2.1765,0.0010572238267148,True
HAR2366,chr5,159208012.0,159208347.0,0.40700000000000003,0.00208221837088388,-0.0395,0.446880205215904,False
HAR2368,chr5,162249299.0,162249545.0,0.26949999999999996,0.00454886526946107,0.5395,0.00636459657701711,True
HAR2384,chr5,167267412.0,167267845.0,-0.0635,0.00143834366197183,0.025999999999999995,0.0108752623504142,False
HAR2391,chr5,171667678.0,171667739.0,0.871,0.00313709333333333,0.726,0.000991591554702495,True
HAR2393,chr5,175750653.0,175750876.0,0.39,0.0459356684755797,0.794,0.0265956458164094,True
HAR2394,chr5,178477118.0,178477151.0,0.53,0.000405749473684211,0.551,0.00106537948717948,True
HAR2397,chr6,761771.0,762099.0,0.043,0.00199426016260162,-0.07,0.00438313364055299,False
HAR2399,chr6,1385045.0,1385775.0,0.3335,0.00512843562528841,-0.053000000000000005,0.133041539009619,False
HAR2404,chr6,2396126.0,2396596.0,0.017,0.00119521952662721,-0.0975,0.0114801487209994,False
HAR2405,chr6,2415279.0,2415405.0,0.4415,0.000701775700934579,0.633,0.000806593350383632,True
HAR2414,chr6,9515927.0,9516173.0,0.1555,0.010170417721519,-0.005999999999999998,0.533386119257087,False
HAR2415,chr6,9802003.0,9802267.0,0.23,0.0371045503021685,0.156,0.258777183600713,False
HAR2427,chr6,21147853.0,21148206.0,0.0375,0.0487975751697381,0.07,0.156668102959519,False
HAR2432,chr6,33807896.0,33808033.0,0.364,0.00335255839416058,0.612,0.00118303228699551,True
HAR2433,chr6,35060022.0,35060189.0,0.042,0.0193994109461967,-0.079,0.0158367443050934,False
HAR2445,chr6,46044903.0,46045193.0,0.175,0.00546598655311519,0.491,0.00780084998183799,True
HAR2449,chr6,50234210.0,50234567.0,0.112,0.00709648098348059,0.032,0.00155334106508875,True
HAR2451,chr6,50436851.0,50437087.0,0.45,0.00168890407938257,0.82,0.0121991296779808,True
HAR2459,chr6,51640042.0,51640452.0,0.065,0.00953679869067103,0.048,0.133548731325587,False
HAR2468,chr6,60946838.0,60947154.0,-0.023,0.30013132851161,0.171,0.0109205132905591,False
HAR2481,chr6,76885843.0,76886103.0,-0.065,0.0011380828125,0.031,0.025514518121911,False
HAR2484,chr6,84362127.0,84362705.0,0.161,0.00484684971098265,0.123,0.0212163805721889,True
HAR2499,chr6,94596684.0,94596898.0,0.054,0.0382910145946896,0.069,0.0334662952646239,True
HAR2503,chr6,97850638.0,97851176.0,0.0055000000000000005,0.000405749473684211,-0.07100000000000001,0.0162685497342445,False
HAR2507,chr6,98716331.0,98716751.0,0.133,0.00116781422087745,0.082,0.000904344782608696,True
HAR2526,chr6,107668779.0,107669052.0,0.313,0.00760053934244551,0.14,0.00831992987377279,True
HAR2528,chr6,112209797.0,112210011.0,0.284,0.011068771610555,1.097,0.0985804884351983,False
HAR2534,chr6,117644658.0,117644972.0,0.0915,0.00141208207792207,-0.176,0.0134723940561365,False
HAR2542,chr6,128405481.0,128405641.0,0.22749999999999998,0.00867706666666666,-0.046,0.763720378105078,False
HAR2546,chr6,139648714.0,139648885.0,0.1845,0.00193457061068702,0.169,0.0217690299978104,True
HAR2547,chr6,140077820.0,140078175.0,0.0155,0.00399005237315875,-0.1065,0.105749848024316,False
HAR2548,chr6,140319091.0,140319363.0,0.296,0.00109470049586776,0.207,0.000402044375,True
HAR2552,chr6,141058754.0,141058782.0,0.0085,0.0130573050041934,-0.07400000000000001,0.77380732739746,False
HAR2555,chr6,143960794.0,143960823.0,0.013499999999999998,0.00451368891118916,0.055499999999999994,0.0652475699558174,False
HAR2562,chr6,149236627.0,149237017.0,0.019,0.00114211539657853,-0.049,0.0202066590649943,False
HAR2571,chr6,162728028.0,162728130.0,1.985,0.000761416806722689,2.773,0.000436887272727273,True
HAR2578,chr7,2166288.0,2166528.0,0.096,0.0125471171941831,0.152,0.0605710876132931,False
HAR2585,chr7,8379290.0,8379600.0,0.04250000000000001,0.00309758237547892,0.1045,0.0336639125602075,True
HAR2595,chr7,13562366.0,13562740.0,0.026999999999999996,0.0339936326831064,-0.28099999999999997,0.110854747904416,False
HAR2608,chr7,18495117.0,18495427.0,0.081,0.00112394326923076,0.212,0.00320071125,True
HAR2619,chr7,25240444.0,25240580.0,1.003,0.000417839516129032,0.6719999999999999,0.000927115433403806,True
HAR2628,chr7,26813791.0,26813890.0,0.0685,0.0252421624974157,-0.0045000000000000005,0.201488062539615,False
HAR2634,chr7,28450147.0,28450297.0,0.17549999999999996,0.000728551785714286,0.208,0.0017390974025974,True
HAR2635,chr7,31192946.0,31193261.0,0.084,0.00842473170731707,0.178,0.278732679039938,False
HAR2644,chr7,38872918.0,38873279.0,0.0605,0.0195525207756233,-0.09249999999999999,0.0155960630328081,False
HAR2649,chr7,39407721.0,39407911.0,0.1385,0.00103927903525046,0.4165,0.00590924269377382,True
HAR2656,chr7,63949659.0,63949843.0,0.721,0.0218109186351706,0.922,0.015897345947328,True
HAR2661,chr7,68336546.0,68336811.0,0.09849999999999999,0.00248973656320968,-0.05,0.512538651315789,False
HAR2666,chr7,69722894.0,69723264.0,0.065,0.00459172745292368,-0.162,0.0334662952646239,False
HAR2672,chr7,70552629.0,70552743.0,0.681,0.000405749473684211,0.7394999999999999,0.0003243888,True
HAR2673,chr7,89815678.0,89815980.0,0.122,0.00245915460776846,0.172,0.0358920754716981,True
HAR2698,chr7,114489069.0,114489097.0,0.1205,0.0122471833429728,0.549,0.00893808338937457,True
HAR2712,chr7,126991126.0,126991533.0,0.118,0.0894979690005345,0.28,0.0162037319116527,False
HAR2713,chr7,127057566.0,127057827.0,-0.004,0.00125895574468085,0.178,0.000765460387811634,False
HAR2714,chr7,127074291.0,127074487.0,0.2285,0.0192070282908581,0.20950000000000002,0.0819687877125617,False
HAR2720,chr7,132414898.0,132415260.0,0.0085,0.013084657916783,-0.0635,0.0851305126118796,False
HAR2722,chr7,134695356.0,134695576.0,0.034,0.00769590043923865,0.143,0.0216897366110623,True
HAR2724,chr7,135277260.0,135277409.0,0.3305,0.0159578237547893,-0.006499999999999992,0.290223824632247,False
HAR2726,chr7,138122444.0,138122757.0,0.163,0.00588023313407344,0.063,0.0392456445993031,True
HAR2728,chr7,138403681.0,138403994.0,0.073,0.000636056470588235,-0.055499999999999994,0.00484963767419509,False
HAR2743,chr7,152128955.0,152129200.0,0.2595,0.00682368977673325,0.15300000000000002,0.0775999721448468,False
HAR2749,chr8,1700999.0,1701704.0,0.2755,0.000423342047244094,0.27949999999999997,0.000543015369458128,True
HAR2750,chr8,3698166.0,3698460.0,0.008000000000000007,0.00546170313901345,0.012500000000000011,0.0217036447368421,True
HAR2755,chr8,9204427.0,9204725.0,0.752,0.00373102103467879,1.484,0.000785682833787466,True
HAR2758,chr8,11124110.0,11124460.0,0.246,0.000890082837528604,0.10500000000000001,0.0151788090885349,True
HAR2759,chr8,13150516.0,13150810.0,0.2555,0.0297501650805982,0.33749999999999997,0.0104219943732416,True
HAR2763,chr8,15237919.0,15238303.0,-0.027,0.0164518793969849,0.117,0.00116090061349693,False
HAR2768,chr8,18722061.0,18722297.0,0.282,0.0379363010068892,-0.1085,0.281105033459412,False
HAR2770,chr8,19849080.0,19849465.0,0.0775,0.0113833840644584,0.07600000000000001,0.00667201904006346,True
HAR2773,chr8,20977343.0,20977477.0,0.053,0.012625186026697,0.16,0.00723827703984819,True
HAR2778,chr8,27895083.0,27895513.0,0.0395,0.00360675347222222,-0.211,0.0212832595217006,False
HAR2786,chr8,35183289.0,35183350.0,0.374,0.000457193544303797,0.2015,0.0019868704379562,True
HAR2791,chr8,37215538.0,37215564.0,0.102,0.0665173804999269,0.225,0.011634287403903,False
HAR2794,chr8,38380262.0,38380684.0,0.128,0.0311921112804878,0.068,0.127766690699351,False
HAR2795,chr8,40210681.0,40211091.0,0.338,0.0019679721189591,0.623,0.000402044375,True
HAR2796,chr8,40828210.0,40828461.0,0.188,0.00939861660079051,0.146,0.00776887431693989,True
HAR2800,chr8,50056720.0,50057310.0,0.07900000000000001,0.00498466761363636,0.0030000000000000027,0.152769014727709,False
HAR2806,chr8,56212501.0,56212851.0,0.052,0.00354811228070175,0.177,0.307011925042589,False
HAR2810,chr8,59513582.0,59513876.0,0.046,0.00343753269916765,-0.408,0.046731411726171,False
HAR2814,chr8,63704070.0,63704543.0,-0.051,0.00767746230231702,0.247,0.00180031352459016,False
HAR2816,chr8,64946544.0,64947085.0,-0.261,0.0151981846635368,0.146,0.0168523733862959,False
HAR2819,chr8,65330257.0,65330560.0,0.105,0.0107105835134301,0.231,0.049592300257732,True
HAR2826,chr8,71727145.0,71727295.0,0.1135,0.00501308062234794,0.088,0.0413174641148325,True
HAR2828,chr8,75724325.0,75724600.0,0.0009999999999999974,0.0164176624685138,0.16299999999999998,0.00979224015493867,True
HAR2837,chr8,81729015.0,81729346.0,0.038,0.0249572081429165,0.02,0.105613152559554,False
HAR2843,chr8,89617199.0,89617231.0,0.21150000000000002,0.00240843793369313,0.879,0.00096918488372093,True
HAR2845,chr8,91008632.0,91009122.0,0.225,0.00647954032258064,0.061,0.0802093016836875,False
HAR2850,chr8,93078531.0,93078861.0,0.0495,0.000958658893280632,0.0625,0.0479167833306202,True
HAR2860,chr8,104813141.0,104813468.0,-0.012,0.00988026315789473,0.0355,0.00643455133387227,False
HAR2861,chr8,105222333.0,105222550.0,0.131,0.00179156639004149,-0.015,0.00538190017985611,False
HAR2863,chr8,107204322.0,107204707.0,-0.0855,0.073890343560017,0.20650000000000002,0.0164771930705498,False
HAR2874,chr8,115779442.0,115779602.0,0.066,0.0019668101028999,-0.032,0.0067076442687747,False
HAR2876,chr8,116023278.0,116023587.0,0.018,0.00924031756533245,0.193,0.0659090268604139,False
HAR2878,chr8,116475609.0,116475625.0,0.081,0.00125895574468085,0.1595,0.0049656864045476,True
HAR2883,chr8,121784535.0,121784827.0,-0.057999999999999996,0.0311921112804878,0.2465,0.0332615298715801,False
HAR2892,chr8,131646585.0,131646739.0,0.239,0.00890255304816436,0.307,0.0349509818181818,True
HAR2893,chr8,132799014.0,132799192.0,0.005,0.648549052696172,0.181,0.0364853161843516,False
HAR2898,chr8,141459988.0,141460445.0,0.097,0.0255862222222222,0.124,0.0513148970142104,False
HAR2903,chr9,272805.0,273130.0,0.968,0.000417839516129032,0.96,0.000402044375,True
HAR2906,chr9,1045539.0,1045584.0,0.511,0.0169389935547843,0.79,0.064900796460177,False
HAR2911,chr9,2159560.0,2160390.0,-0.091,0.00428862928348909,0.074,0.0257451428571429,False
HAR2912,chr9,2241880.0,2242215.0,0.217,0.00493703372921615,0.1575,0.0010572238267148,True
HAR2914,chr9,2623240.0,2623780.0,0.30600000000000005,0.00682368977673325,0.603,0.024013633494635,True
HAR2944,chr9,13755621.0,13756163.0,0.194,0.000405749473684211,-0.276,0.000699535504885994,False
HAR2950,chr9,14789365.0,14789440.0,-0.2395,0.00209373149741824,0.061499999999999985,0.0416315306122449,False
HAR2956,chr9,16286114.0,16286151.0,0.0010000000000000009,0.0007509,0.1155,0.00776887431693989,True
HAR2987,chr9,26210533.0,26210898.0,0.15500000000000003,0.00184697177419354,0.18199999999999997,0.000779780769230769,True
HAR2999,chr9,36759851.0,36760099.0,0.031,0.00394077618522601,0.153,0.0873656881228117,False
HAR3004,chr9,69204764.0,69205259.0,0.039,0.00149060645962732,0.133,0.00156459303135888,True
HAR3013,chr9,78361453.0,78361586.0,0.08899999999999998,0.00786993133357426,-0.0885,0.0610487804878049,False
HAR3020,chr9,79779925.0,79780315.0,0.161,0.00872012903225806,0.223,0.0285324241229799,True
HAR3022,chr9,79936175.0,79936628.0,0.0485,0.00149063420074349,-0.0010000000000000009,0.020272419758707,False
HAR3023,chr9,80076337.0,80076817.0,0.174,0.0028591382765531,0.403,0.000402044375,True
HAR3024,chr9,80553070.0,80553310.0,0.232,0.00175263597430406,0.044,0.44075825967562,False
HAR3030,chr9,98997074.0,98997088.0,-0.0525,0.026724369679773,0.1345,0.0148951938802427,False
HAR3041,chr9,106859819.0,106860259.0,0.062,0.0205851046590142,0.305,0.210970863683663,False
HAR3046,chr9,113797523.0,113797735.0,0.4545,0.000922716101694915,0.5994999999999999,0.00560373134328358,True
HAR3047,chr9,115041311.0,115041329.0,-0.027999999999999997,0.0108752623504142,0.166,0.0210473197946887,False
HAR3069,chr9,126437921.0,126438071.0,0.0005000000000000004,0.0133086679590141,0.0605,0.0151240648705205,True
HAR3080,chrX,18032140.0,18032330.0,0.128,0.0232425239820934,0.081,0.0321995862328381,True
HAR3081,chrX,18427347.0,18427624.0,-0.065,0.000413941512605042,0.187,0.00242598461538461,False
HAR3087,chrX,24982030.0,24982591.0,-0.14400000000000002,0.00946636900853578,0.019500000000000003,0.0211732460035524,False
HAR3092,chrX,29300748.0,29301112.0,-0.06,0.0291665832192451,0.055,0.0413174641148325,False
HAR3099,chrX,31423063.0,31423317.0,0.1,0.000707534954407295,-0.0185,0.00189376539589442,False
HAR3101,chrX,31969048.0,31969257.0,-0.018,0.0156453635894791,0.054,0.0117597527229909,False
HAR3111,chrX,39765990.0,39766102.0,0.34199999999999997,0.00125929971671388,0.569,0.000701775700934579,True
HAR3115,chrX,42241926.0,42242117.0,0.16649999999999998,0.00109267176079734,-0.074,0.112513313388183,False
HAR3117,chrX,49095768.0,49095906.0,0.151,0.00245915460776846,0.355,0.0012271602322206,True
HAR3119,chrX,68133268.0,68133790.0,0.5635,0.00216318874172185,0.746,0.0155465838509317,True
HAR3125,chrX,87063197.0,87063497.0,0.026,0.00132248059701492,-0.008,0.0146555926809865,False
HAR3135,chrX,124457525.0,124457584.0,0.069,0.0257856808379544,-0.001,0.414253491620112,False
HAR3154,chrX,137585268.0,137585582.0,0.068,0.00812650765396938,-0.026,0.571258851674641,False
