p_value,lrt,evidence_ratio,n_sites,n_sequences,gene_id,bh_fdr,fdr_significant,p_significant
0.0,102.992224502188,,1940,9,ENSG00000132591,0.0,True,True
0.0,196.0298368449148,,5686,10,ENSG00000132676,0.0,True,True
0.1953929632430879,1.879190742885839,,3425,10,ENSG00000132680,0.47501691064082074,False,False
0.2834893793234385,1.134866877240711,,3719,10,ENSG00000132688,0.5,False,False
0.5,0.0,,564,10,ENSG00000132698,0.5,False,False
0.5,0.0,,247,10,ENSG00000132703,0.5,False,False
0.006781263272208071,8.600889381086745,,4392,10,ENSG00000132704,0.020756925240592583,True,True
1.556062501073541e-10,43.78109057677648,,1024,10,ENSG00000132718,8.198998813919272e-10,True,True
0.3479310260928025,0.7252076783042867,,5973,10,ENSG00000132740,0.5,False,False
0.5,0.0,,617,10,ENSG00000132744,0.5,False,False
0.5,0.0,,515,10,ENSG00000132763,0.5,False,False
0.0,116.7038348113128,,1936,10,ENSG00000132768,0.0,True,True
0.5,0.0,,1742,10,ENSG00000132773,0.5,False,False
0.0,317.5149156967964,,11090,10,ENSG00000132781,0.0,True,True
0.0,193.3829133337349,,4631,10,ENSG00000132837,0.0,True,True
0.5,0.0,,1802,10,ENSG00000132849,0.5,False,False
0.5,0.0,,4459,10,ENSG00000132854,0.5,False,False
0.5,-0.001000399879558245,,1070,10,ENSG00000132855,0.5,False,False
0.3511027832133899,0.7070581762654911,,715,10,ENSG00000132881,0.5,False,False
0.1640417759881202,2.228973942590528,,776,10,ENSG00000132911,0.4096103382353965,False,False
0.06872618371352879,3.968955680556974,,2407,10,ENSG00000132912,0.18824010891579968,False,False
0.5,0.0,,4359,10,ENSG00000132915,0.5,False,False
0.5,0.0,,10339,10,ENSG00000132932,0.5,False,False
0.5,-0.005030582171457354,,5864,10,ENSG00000132938,0.5,False,False
0.5,0.0,,1745,10,ENSG00000132950,0.5,False,False
0.3500210007735328,0.7132298870128579,,3604,10,ENSG00000132952,0.5,False,False
8.471001677889944e-14,58.8128082946987,,1013,10,ENSG00000132963,5.566018803939839e-13,True,True
3.189232211653348e-11,46.95101565469304,,1233,10,ENSG00000132964,1.7724291643311454e-10,True,True
0.5,0.0,,558,10,ENSG00000132965,0.5,False,False
0.5,0.0,,668,10,ENSG00000132975,0.5,False,False
0.5,0.0,,1008,10,ENSG00000133055,0.5,False,False
0.0,140.5843381228333,,7838,10,ENSG00000133056,0.0,True,True
0.3723811311536201,0.5893804450170137,,2089,10,ENSG00000133065,0.5,False,False
0.5,0.0,,5118,10,ENSG00000133069,0.5,False,False
2.068261084064993e-06,24.7913103584433,,5574,10,ENSG00000133083,8.151767537352833e-06,True,True
0.0,131.7142419488264,,1977,10,ENSG00000133101,0.0,True,True
7.252107303568067e-09,36.09765313409298,,5527,10,ENSG00000133104,3.3215452788165344e-08,True,True
0.5,0.0,,2946,10,ENSG00000133105,0.5,False,False
0.5,0.0,,602,10,ENSG00000133111,0.5,False,False
0.1053521742116565,3.114598640411714,,1405,10,ENSG00000133116,0.2781431605779084,False,False
0.5,0.0,,825,10,ENSG00000133119,0.5,False,False
0.5,0.0,,8604,10,ENSG00000133121,0.5,False,False
0.5,-0.005294643808156252,,3449,10,ENSG00000133302,0.5,False,False
0.0,119.7756286738004,,1787,10,ENSG00000133317,0.0,True,True
0.5,0.0,,5717,10,ENSG00000133318,0.5,False,False
0.2463186204463426,1.415964390848785,,509,10,ENSG00000133321,0.5,False,False
0.5,-3.806115273619071e-05,,1205,10,ENSG00000133328,0.5,False,False
0.3381668010243934,0.7821376609749677,,299,10,ENSG00000133398,0.5,False,False
0.5,0.0,,946,10,ENSG00000133574,0.5,False,False
0.0,141.6603731286668,,2825,10,ENSG00000133606,0.0,True,True
0.2893902223088244,1.093664141672889,,425,10,ENSG00000133636,0.5,False,False
0.5,-4.60455339634791e-06,,441,10,ENSG00000133639,0.5,False,False
0.0,129.2598810085619,,1054,10,ENSG00000133641,0.0,True,True
0.0,130.652504038937,,850,10,ENSG00000133678,0.0,True,True
0.0,152.3520017103583,,4576,10,ENSG00000133704,0.0,True,True
0.5,0.0,,2211,10,ENSG00000133731,0.5,False,False
0.5,-0.009647931387007702,,3575,10,ENSG00000133739,0.5,False,False
0.0008083334933814412,12.8547773295104,,494,10,ENSG00000133773,0.0026697548446741625,True,True
3.275157922644212e-15,65.33365926265105,,884,10,ENSG00000133800,2.350741054434677e-14,True,True
0.04801653309895937,4.686125414620619,,5895,10,ENSG00000133805,0.13425195932221692,False,True
0.4958409099729027,0.01670593833841849,,9019,10,ENSG00000133858,0.5,False,False
0.5,-0.0002553752647145302,,303,10,ENSG00000133874,0.5,False,False
0.0,94.40730789737427,,10386,10,ENSG00000133895,0.0,True,True
0.3439673836863856,0.7481225207711759,,224,10,ENSG00000133935,0.5,False,False
0.4984153550420952,0.006348645502839645,,536,10,ENSG00000133937,0.5,False,False
2.775557561562891e-16,70.11952000152087,,9135,10,ENSG00000133961,2.1370933918287645e-15,True,True
0.5,0.0,,295,10,ENSG00000133985,0.5,False,False
0.5,-0.0002103643273585476,,2030,10,ENSG00000134007,0.5,False,False
0.3665220038352294,0.6210990822582971,,4148,10,ENSG00000134013,0.5,False,False
0.1400539681885506,2.545160525798565,,956,10,ENSG00000134028,0.3598287385174848,False,False
1.980637875931279e-13,57.11400413434603,,2183,10,ENSG00000134057,1.272828526470566e-12,True,True
0.5,0.0,,2041,10,ENSG00000134061,0.5,False,False
0.4511077246081825,0.2058038604227477,,1403,10,ENSG00000134070,0.5,False,False
1.813566519182075e-10,43.47481674586561,,1076,10,ENSG00000134086,9.495452490959621e-10,True,True
0.5,0.0,,1407,10,ENSG00000134107,0.5,False,False
6.268321972591195e-10,40.99439014199015,,2443,10,ENSG00000134109,3.111640069028803e-09,True,True
6.315281630975278e-11,45.58463286158803,,3571,10,ENSG00000134115,3.42180945887484e-10,True,True
0.0,80.81152031946294,,776,10,ENSG00000134193,0.0,True,True
5.551115123125783e-17,73.32086394699945,,998,10,ENSG00000134198,4.453426874585104e-16,True,True
0.0,100.9838073377487,,915,10,ENSG00000134202,0.0,True,True
0.2358982055946984,1.502415437229502,,2739,10,ENSG00000134222,0.5,False,False
0.0,103.5388456439323,,2640,10,ENSG00000134240,0.0,True,True
0.5,0.0,,1691,10,ENSG00000134245,0.5,False,False
0.5,0.0,,665,10,ENSG00000134248,0.5,False,False
0.03530631407366897,5.301092563175189,,2544,10,ENSG00000134253,0.1004654497725569,False,True
0.0,275.0692631632592,,2661,10,ENSG00000134255,0.0,True,True
3.194277601958895e-05,19.31683464974049,,3542,10,ENSG00000134256,0.00011605797510696524,True,True
1.295230589448693e-11,48.75320161835407,,2161,10,ENSG00000134258,7.396644032052581e-11,True,True
0.006242485741892845,8.766459278685943,,1767,10,ENSG00000134259,0.019154919235148064,True,True
0.0,689.6751090564358,,6514,10,ENSG00000134262,0.0,True,True
3.340051537570332e-07,28.43792446627049,,1634,10,ENSG00000134294,1.3821477826850942e-06,True,True
2.100208895683409e-12,52.3916800470106,,1720,10,ENSG00000134321,1.2693121563948088e-11,True,True
0.5,-0.009174314280244289,,1497,10,ENSG00000134323,0.5,False,False
0.08046721036416682,3.65351664274931,,6401,10,ENSG00000134343,0.21728767880095862,False,False
2.021897649306936e-10,43.2573344241755,,2391,10,ENSG00000134371,1.0519789652356379e-09,True,True
0.5,-1.091393642127514e-11,,350,10,ENSG00000134375,0.5,False,False
0.3194953404340997,0.8957308172248304,,12243,10,ENSG00000134376,0.5,False,False
0.5,0.0,,10927,10,ENSG00000134452,0.5,False,False
0.4581532768955364,0.1748086091611185,,1491,10,ENSG00000134460,0.5,False,False
3.744054661614094e-05,18.99921825232741,,1651,10,ENSG00000134461,0.00013494875280339495,True,True
2.664535259100376e-15,65.71463562536519,,12479,9,ENSG00000134516,1.929170069689268e-14,True,True
0.5,0.0,,964,10,ENSG00000134533,0.5,False,False
5.551115123125783e-17,73.12449634003588,,312,10,ENSG00000134548,4.453426874585104e-16,True,True
0.3485990367909221,0.7213714567915304,,3819,10,ENSG00000134571,0.5,False,False
5.015959292364869e-08,32.22981775039807,,6271,10,ENSG00000134686,2.1866241472587954e-07,True,True
0.0004647910202895122,13.96155098324016,,1410,10,ENSG00000134690,0.001561019942552352,True,True
0.5,0.0,,2395,10,ENSG00000134716,0.5,False,False
0.5,0.0,,605,10,ENSG00000134717,0.5,False,False
0.3157465529811775,0.9193365082901437,,5642,10,ENSG00000134780,0.5,False,False
0.4735135038803976,0.1088553338340716,,4812,10,ENSG00000134802,0.5,False,False
5.46067464017308e-05,18.24441188373339,,263,10,ENSG00000134809,0.0001942875226052997,True,True
3.983378253985537e-05,18.87529603533176,,374,10,ENSG00000134825,0.00014305648689764665,True,True
0.2364240419417999,1.49796223548401,,1346,10,ENSG00000134827,0.5,False,False
1.32605593172741e-11,48.7061632495388,,995,10,ENSG00000134851,7.555328985580912e-11,True,True
3.586231186680777e-06,23.69052307023958,,6384,10,ENSG00000134874,1.3827840250038901e-05,True,True
0.5,0.0,,1600,10,ENSG00000134882,0.5,False,False
0.3445057133327887,0.7449948473245058,,455,10,ENSG00000134884,0.5,False,False
0.0,292.7205950880161,,6634,10,ENSG00000134897,0.0,True,True
0.0,261.630270071415,,5459,10,ENSG00000134899,0.0,True,True
3.281458668513704e-06,23.86815067582938,,9241,10,ENSG00000134900,1.2721726747612757e-05,True,True
0.5,0.0,,2243,10,ENSG00000134901,0.5,False,False
0.0,104.7995376213839,,1972,10,ENSG00000134905,0.0,True,True
0.5,0.0,,2296,10,ENSG00000134917,0.5,False,False
0.3844823222848909,0.5254205727396766,,924,10,ENSG00000134940,0.5,False,False
0.5,0.0,,2285,10,ENSG00000134955,0.5,False,False
0.5,0.0,,1465,10,ENSG00000134962,0.5,False,False
0.5,-0.003821512080321554,,1407,10,ENSG00000134986,0.5,False,False
0.5,-0.003672202430607285,,2670,10,ENSG00000134987,0.5,False,False
0.4999999999995453,1.818989403545856e-12,,689,10,ENSG00000134996,0.5,False,False
0.001409857241659984,11.74223929251912,,286,10,ENSG00000135002,0.004562543864682343,True,True
0.3702016395736004,0.6011205387767404,,4913,10,ENSG00000135040,0.5,False,False
0.2902953180916016,1.087418710623751,,6714,10,ENSG00000135047,0.5,False,False
0.5,0.0,,2342,10,ENSG00000135063,0.5,False,False
0.0001298814893000988,16.51148192709661,,561,10,ENSG00000135070,0.00045399193800329683,True,True
1.809978951161639e-07,29.66326650886549,,3249,10,ENSG00000135083,7.59732936968607e-07,True,True
0.01307878726253542,7.287232947350276,,1976,10,ENSG00000135093,0.03900113180087002,True,True
0.0,113.3219100474453,,5261,10,ENSG00000135100,0.0,True,True
0.01315063396407679,7.276276261633029,,1913,10,ENSG00000135111,0.039191883365678824,True,True
0.4956772222448466,0.0173662902743672,,2846,10,ENSG00000135114,0.5,False,False
0.0,229.85573093118,,2673,10,ENSG00000135119,0.0,True,True
0.2250862358419031,1.596248998350347,,1655,10,ENSG00000135144,0.5,False,False
0.5,0.0,,2784,10,ENSG00000135148,0.5,False,False
0.5,0.0,,439,10,ENSG00000135185,0.5,False,False
0.5,0.0,,133,10,ENSG00000135211,0.5,False,False
0.003968482070649038,9.672448853703827,,282,10,ENSG00000135222,0.012367938483338541,True,True
0.5,0.0,,391,10,ENSG00000135312,0.5,False,False
0.0,388.5146365837863,,11011,10,ENSG00000135316,0.0,True,True
0.5,0.0,,6931,10,ENSG00000135333,0.5,False,False
3.388088003025702e-05,19.19902506618018,,661,10,ENSG00000135334,0.00012283053736916795,True,True
8.657590200300547e-10,40.34853472585019,,2336,10,ENSG00000135338,4.2321398641633605e-09,True,True
0.5,-0.0003993724822066724,,6098,10,ENSG00000135341,0.5,False,False
0.5,0.0,,1088,10,ENSG00000135355,0.5,False,False
0.0,128.0638395109982,,1124,10,ENSG00000135363,0.0,True,True
0.0,174.2515594449651,,6451,10,ENSG00000135365,0.0,True,True
0.4472700027897313,0.2228913061408093,,1439,10,ENSG00000135374,0.5,False,False
7.015008185451421e-09,36.16413354942779,,1800,10,ENSG00000135407,3.215912508242891e-08,True,True
1.388716020789271e-06,25.58796756653192,,409,10,ENSG00000135413,5.55263142074424e-06,True,True
5.158719007525292e-10,41.3840310035157,,1086,10,ENSG00000135452,2.584035079902397e-09,True,True
1.905635649279702e-10,43.37577619971853,,3675,10,ENSG00000135457,9.946098341571078e-10,True,True
3.87758603004329e-10,41.95498177365516,,1333,10,ENSG00000135480,1.9761386181798493e-09,True,True
0.5,0.0,,406,10,ENSG00000135517,0.5,False,False
2.577382751667301e-13,56.587548876254,,2878,10,ENSG00000135519,1.6393736325822448e-12,True,True
0.003889244826039084,9.712786183627031,,1789,10,ENSG00000135521,0.012151447088390957,True,True
2.681050642111549e-05,19.66713907224766,,7634,10,ENSG00000135525,9.769630691474612e-05,True,True
7.216449660063518e-16,68.29477730003418,,1295,10,ENSG00000135535,5.405816356800593e-15,True,True
0.5,-4.172461012785789e-05,,787,10,ENSG00000135547,0.5,False,False
1.777509479050643e-06,25.09430032393539,,786,10,ENSG00000135549,7.044886174340955e-06,True,True
0.3868138605544182,0.5133290031299111,,525,10,ENSG00000135569,0.5,False,False
0.5,0.0,,836,10,ENSG00000135577,0.5,False,False
0.0005964795595488903,13.46263680763332,,1223,10,ENSG00000135604,0.0019885317219813545,True,True
0.0,102.4255886207393,,5225,10,ENSG00000135605,0.0,True,True
0.3460012559328771,0.7363313869682315,,591,10,ENSG00000135617,0.5,False,False
0.5,-0.003790265327552333,,4506,10,ENSG00000135624,0.5,False,False
1.149343633599642e-07,30.5715148886793,,1107,10,ENSG00000135625,4.886183960277452e-07,True,True
0.5,0.0,,7173,10,ENSG00000135631,0.5,False,False
0.0,116.8985811339226,,3247,10,ENSG00000135677,0.0,True,True
0.3192108463951972,0.8975125069191563,,2103,10,ENSG00000135678,0.5,False,False
0.0,82.54372406738548,,4273,10,ENSG00000135744,0.0,True,True
0.5,0.0,,749,10,ENSG00000135750,0.5,False,False
0.3371628826805003,0.7880839068311616,,4184,10,ENSG00000135773,0.5,False,False
1.054561993285574e-11,49.16432168203755,,3413,10,ENSG00000135775,6.071054808567646e-11,True,True
0.5,0.0,,2677,10,ENSG00000135776,0.5,False,False
0.5,-0.005016914126827032,,647,10,ENSG00000135778,0.5,False,False
0.1106911132408244,3.015729079215816,,2574,10,ENSG00000135801,0.2913108980210902,False,False
0.5,0.0,,1043,10,ENSG00000135823,0.5,False,False
6.661338147750939e-16,68.54976109374547,,1362,10,ENSG00000135824,5.00505981071196e-15,True,True
0.5,0.0,,2173,10,ENSG00000135828,0.5,False,False
0.5,-0.001928542304085568,,3603,10,ENSG00000135829,0.5,False,False
3.33066907387547e-16,69.79055029201118,,2356,10,ENSG00000135838,2.5565969094840415e-15,True,True
0.5,0.0,,594,10,ENSG00000135845,0.5,False,False
0.5,-0.004151394910877571,,4569,10,ENSG00000135870,0.5,False,False
0.497239588073458,0.01107223984945449,,673,10,ENSG00000135900,0.5,False,False
0.5,0.0,,1711,10,ENSG00000135902,0.5,False,False
0.01934791615403364,6.504046754191222,,3562,10,ENSG00000135903,0.05657644617881441,False,True
0.5,0.0,,7294,10,ENSG00000135913,0.5,False,False
0.5,0.0,,1147,10,ENSG00000135914,0.5,False,False
0.5,0.0,,2311,10,ENSG00000135916,0.5,False,False
0.5,-0.001313139426201815,,668,10,ENSG00000135925,0.5,False,False
0.4526111369877432,0.1991495176607714,,991,10,ENSG00000135932,0.5,False,False
0.2410803197713283,1.458955886681451,,182,10,ENSG00000135940,0.5,False,False
0.06536225760831621,4.069326214776083,,2171,10,ENSG00000135953,0.17993050095298585,False,False
0.5,0.0,,622,10,ENSG00000135956,0.5,False,False
0.005313831070115016,9.088590082465089,,2625,10,ENSG00000135960,0.016376081625001294,True,True
0.487647924949077,0.05002883643464884,,3357,10,ENSG00000135966,0.5,False,False
0.4888482148430124,0.04511211244789592,,894,10,ENSG00000135974,0.5,False,False
0.5,0.0,,12316,10,ENSG00000136011,0.5,False,False
0.0,131.5461677683343,,3021,10,ENSG00000136044,0.0,True,True
0.0006315933467144208,13.34823525829597,,751,10,ENSG00000136048,0.002101368098031792,True,True
0.5,0.0,,3417,10,ENSG00000136099,0.5,False,False
0.0001657034602353669,16.02432714142196,,3526,10,ENSG00000136122,0.0005735622903345267,True,True
6.41966048098297e-08,31.73633666389651,,3693,10,ENSG00000136143,2.7766427158616776e-07,True,True
0.5,0.0,,1080,10,ENSG00000136144,0.5,False,False
0.5,0.0,,2255,10,ENSG00000136147,0.5,False,False
0.1691188932458387,2.16801224082883,,6941,10,ENSG00000136155,0.4199687344007997,False,False
0.5,0.0,,1575,10,ENSG00000136158,0.5,False,False
0.5,-0.0007575783047286677,,171,10,ENSG00000136159,0.5,False,False
0.00431883613058115,9.503244293468015,,3468,10,ENSG00000136160,0.013401054843113313,True,True
0.4645364372400063,0.1471361984731629,,4916,10,ENSG00000136161,0.5,False,False
0.5,0.0,,4504,10,ENSG00000136169,0.5,False,False
0.5,0.0,,3304,10,ENSG00000136193,0.5,False,False
0.0,94.15036695293384,,1787,10,ENSG00000136197,0.0,True,True
0.5,-2.817617496475577e-05,,2364,10,ENSG00000136231,0.5,False,False
0.0,81.45807125325518,,2758,10,ENSG00000136235,0.0,True,True
0.5,0.0,,811,10,ENSG00000136240,0.5,False,False
4.305391509973333e-08,32.5353309733764,,4880,10,ENSG00000136267,1.88512476853938e-07,True,True
3.320064464296113e-06,23.84475835550984,,5400,10,ENSG00000136270,1.2851362369967989e-05,True,True
0.5,0.0,,7135,10,ENSG00000136274,0.5,False,False
0.3518793150116903,0.7026396733417641,,4159,10,ENSG00000136286,0.5,False,False
0.1038229988791267,3.143841165743652,,1422,10,ENSG00000136297,0.2745431134634643,False,False
0.3217729383768957,0.8815239238233517,,304,10,ENSG00000136327,0.5,False,False
0.0,163.4510165812026,,1730,10,ENSG00000136352,0.0,True,True
0.5,0.0,,297,10,ENSG00000136514,0.5,False,False
0.5,0.0,,1420,10,ENSG00000136518,0.5,False,False
0.3634131804552147,0.6381353465421853,,751,10,ENSG00000136522,0.5,False,False
0.5,0.0,,2881,10,ENSG00000136542,0.5,False,False
0.4498344239284442,0.2114570603735046,,2785,10,ENSG00000136573,0.5,False,False
4.840572387365683e-14,59.93261709564285,,664,10,ENSG00000136634,3.214553678872752e-13,True,True
0.5,0.0,,1629,10,ENSG00000136689,0.5,False,False
1.679314399632981e-05,20.60278533959308,,320,10,ENSG00000136697,6.2011208788229e-05,True,True
7.771561172376096e-16,68.1968472697663,,1074,10,ENSG00000136698,5.795464058680465e-15,True,True
0.5,0.0,,1280,10,ENSG00000136720,0.5,False,False
0.456115662848759,0.1837233489350183,,2651,10,ENSG00000136750,0.5,False,False
0.01524307503782585,6.980965588867548,,6101,10,ENSG00000136754,0.04513039002270582,True,True
0.3766080560307478,0.566806181865104,,1532,10,ENSG00000136770,0.5,False,False
0.5,0.0,,2612,10,ENSG00000136802,0.5,False,False
0.0,114.1020838345867,,11727,10,ENSG00000136813,0.0,True,True
0.5,0.0,,1644,10,ENSG00000136827,0.5,False,False
0.2372491757975875,1.490994269726798,,3073,10,ENSG00000136830,0.5,False,False
7.216449660063518e-16,68.29758014414256,,3170,10,ENSG00000136856,5.405816356800593e-15,True,True
0.5,-0.003305584048575838,,880,10,ENSG00000136859,0.5,False,False
6.661338147750939e-16,68.43649408059355,,2394,10,ENSG00000136866,5.00505981071196e-15,True,True
0.5,0.0,,3051,10,ENSG00000136869,0.5,False,False
0.0004372911279107439,14.08352841515807,,1846,10,ENSG00000136870,0.0014706464301744693,True,True
0.2569027301730921,1.331821133873746,,2398,10,ENSG00000136872,0.5,False,False
0.49017990490849,0.03967124365226482,,1360,10,ENSG00000136875,0.5,False,False
0.0,74.87058981326481,,1863,10,ENSG00000136881,0.0,True,True
0.5,0.0,,350,10,ENSG00000136897,0.5,False,False
0.2423768357627654,1.448228821545854,,380,10,ENSG00000136908,0.5,False,False
0.1945120170094011,1.888228306161182,,1263,10,ENSG00000136918,0.47310649027127677,False,False
0.5,0.0,,973,10,ENSG00000136929,0.5,False,False
1.110223024625157e-16,72.2624593226501,,2447,10,ENSG00000136932,8.751583715507972e-16,True,True
0.4772652896433168,0.09307119871664327,,3314,10,ENSG00000136935,0.5,False,False
0.5,0.0,,855,10,ENSG00000136936,0.5,False,False
0.38134821064208,0.5417904039477435,,715,10,ENSG00000136938,0.5,False,False
0.0,193.6495691783584,,575,10,ENSG00000136942,0.0,True,True
3.894281017657875e-07,28.13087879864179,,2541,10,ENSG00000136943,1.6061487381285465e-06,True,True
0.5,0.0,,1381,10,ENSG00000136944,0.5,False,False
0.0,78.73662828815122,,314,10,ENSG00000136950,0.0,True,True
0.5,0.0,,1016,10,ENSG00000136982,0.5,False,False
0.2453758849494167,1.423633678519764,,1462,10,ENSG00000136986,0.5,False,False
0.2979635811433674,1.035273660556413,,4657,10,ENSG00000136997,0.5,False,False
0.2458948009544572,1.41940858459202,,1179,10,ENSG00000136999,0.5,False,False
0.5,0.0,,1772,10,ENSG00000137033,0.5,False,False
0.3018295332530908,1.00949139961449,,2744,10,ENSG00000137055,0.5,False,False
0.0,336.2796509889304,,5916,9,ENSG00000137070,0.0,True,True
0.0,117.227715576897,,5890,10,ENSG00000137074,0.0,True,True
0.0,277.660449151721,,4433,10,ENSG00000137075,0.0,True,True
0.5,0.0,,12457,10,ENSG00000137076,0.5,False,False
0.01547154839112025,6.951210697948227,,259,10,ENSG00000137077,0.045752367239852626,True,True
0.5,0.0,,345,10,ENSG00000137078,0.5,False,False
0.1147986798733576,2.942856227578886,,4240,10,ENSG00000137103,0.30095264074060113,False,False
0.4067382747429126,0.4128763588378206,,1232,10,ENSG00000137106,0.5,False,False
0.5,0.0,,2017,10,ENSG00000137124,0.5,False,False
0.5,-0.0001522388201919966,,223,10,ENSG00000137133,0.5,False,False
0.005182361280369863,9.13869460087517,,955,10,ENSG00000137135,0.01598082145601965,True,True
0.5,0.0,,1477,10,ENSG00000137161,0.5,False,False
0.5,0.0,,4400,10,ENSG00000137166,0.5,False,False
0.5,-4.544588136923267e-05,,419,10,ENSG00000137168,0.5,False,False
0.5,0.0,,1536,10,ENSG00000137193,0.5,False,False
0.5,0.0,,707,10,ENSG00000137198,0.5,False,False
5.391964652545767e-12,50.50593488194863,,7217,10,ENSG00000137200,3.1664264677405723e-11,True,True
1.004199051762855e-05,21.63117604823492,,4664,10,ENSG00000137203,3.764043770511259e-05,True,True
0.0,102.986444548962,,1548,10,ENSG00000137207,0.0,True,True
0.5,-0.004020546737592667,,7466,10,ENSG00000137216,0.5,False,False
2.224442852138964e-12,52.27671378097875,,2439,10,ENSG00000137251,1.3427644109877678e-11,True,True
0.4435404623056713,0.2396381335347542,,1562,10,ENSG00000137252,0.5,False,False
0.0,93.95753717394837,,5428,10,ENSG00000137261,0.0,True,True
0.5,0.0,,1964,10,ENSG00000137269,0.5,False,False
0.2522556671552116,1.36832994593351,,880,10,ENSG00000137270,0.5,False,False
0.5,-0.002436539553855255,,506,10,ENSG00000137273,0.5,False,False
0.09703753376267488,3.279020497080637,,5055,10,ENSG00000137275,0.25769604534732776,False,False
7.483458297485868e-12,49.85036098783894,,986,10,ENSG00000137309,4.3586325025403634e-11,True,True
0.000498406458201317,13.8218949043985,,3468,10,ENSG00000137310,0.0016716613102450107,True,True
0.5,0.0,,3294,10,ENSG00000137338,0.5,False,False
0.5,0.0,,499,10,ENSG00000137364,0.5,False,False
0.5,0.0,,288,10,ENSG00000137392,0.5,False,False
0.2631780776269381,1.283554388168341,,1005,10,ENSG00000137393,0.5,False,False
0.0,88.4999858023948,,5613,10,ENSG00000137411,0.0,True,True
0.3772187974346337,0.5635654295110726,,2042,10,ENSG00000137414,0.5,False,False
7.721455697051738e-10,40.5774017480453,,665,10,ENSG00000137434,3.787625309382184e-09,True,True
0.498992390429402,0.004034504854644183,,2685,10,ENSG00000137460,0.5,False,False
0.5,0.0,,2761,10,ENSG00000137473,0.5,False,False
0.0,93.48000772629894,,3577,10,ENSG00000137494,0.0,True,True
0.3033482089984416,0.9994534961879253,,2627,10,ENSG00000137496,0.5,False,False
0.5,-0.00945766892255051,,2806,10,ENSG00000137507,0.5,False,False
0.5,-0.001254452752618818,,2351,10,ENSG00000137547,0.5,False,False
6.913447528900107e-07,26.9829600766443,,778,10,ENSG00000137558,2.8186465580941915e-06,True,True
0.5,-0.0001945173999047256,,315,10,ENSG00000137561,0.5,False,False
0.00947524278434414,7.931851448312955,,1263,10,ENSG00000137563,0.028650369367372492,True,True
0.4458003985601365,0.2294735668619978,,3678,10,ENSG00000137571,0.5,False,False
0.3750878315302376,0.5748957648902433,,1711,10,ENSG00000137574,0.5,False,False
4.519884466702706e-12,50.85878423316171,,9367,10,ENSG00000137628,2.6764173020689595e-11,True,True
0.5,0.0,,6289,10,ENSG00000137672,0.5,False,False
0.5,0.0,,387,10,ENSG00000137673,0.5,False,False
0.5,0.0,,776,10,ENSG00000137674,0.5,False,False
0.06804840041488275,3.988777750595546,,842,10,ENSG00000137675,0.18679511239714502,False,False
0.0,206.0063313739447,,1886,10,ENSG00000137700,0.0,True,True
0.5,0.0,,794,10,ENSG00000137720,0.5,False,False
0.5,0.0,,956,10,ENSG00000137726,0.5,False,False
0.0,281.0756921468565,,9350,10,ENSG00000137727,0.0,True,True
0.4974241609156185,0.0103299876282108,,1721,10,ENSG00000137745,0.5,False,False
1.087045435943512e-06,26.07779994158773,,3012,10,ENSG00000137760,4.388769479207004e-06,True,True
0.5,-0.00734472096155514,,1760,10,ENSG00000137767,0.5,False,False
0.5,-0.0004925428074784577,,5272,10,ENSG00000137801,0.5,False,False
0.5,-0.005718910731957294,,7957,10,ENSG00000137807,0.5,False,False
0.4999975842769493,9.662915545050055e-06,,1469,10,ENSG00000137814,0.5,False,False
0.5,0.0,,262,10,ENSG00000137818,0.5,False,False
5.076795877467788e-06,22.99536609528514,,1712,10,ENSG00000137819,1.936501740377667e-05,True,True
1.332267629550188e-15,67.08927044018492,,4340,10,ENSG00000137824,9.831897907095898e-15,True,True
0.5,-0.003917822734365473,,908,10,ENSG00000137825,0.5,False,False
0.1263137450291087,2.75167849283207,,1142,10,ENSG00000137834,0.3281325457466225,False,False
0.2123339493680333,1.712895660379218,,346,10,ENSG00000137880,0.5,False,False
0.5,0.0,,3478,10,ENSG00000137941,0.5,False,False
1.29915673313663e-06,25.72129598055835,,1670,10,ENSG00000137947,5.2155008802434204e-06,True,True
0.5,-0.002623761061840924,,1151,10,ENSG00000137960,0.5,False,False
3.313660457138212e-11,46.87447113553935,,4271,10,ENSG00000137962,1.8333867757291955e-10,True,True
0.5,0.0,,2784,10,ENSG00000137968,0.5,False,False
0.5,0.0,,892,10,ENSG00000137976,0.5,False,False
0.5,0.0,,2805,10,ENSG00000137992,0.5,False,False
0.3666730290596913,0.6202751529090165,,1249,10,ENSG00000137996,0.5,False,False
0.5,-0.003360355920449365,,3931,10,ENSG00000138032,0.5,False,False
0.5,-0.0005650103412335739,,2789,10,ENSG00000138039,0.5,False,False
2.761396983297359e-08,33.42359371617931,,1941,10,ENSG00000138050,1.2252621404925124e-07,True,True
0.4759666090459557,0.09852079142365255,,2203,10,ENSG00000138061,0.5,False,False
0.0,103.4736966578566,,2501,10,ENSG00000138071,0.0,True,True
1.543210004228968e-14,62.21481680187571,,3783,10,ENSG00000138074,1.0661009112548452e-13,True,True
0.3367579833579349,0.7904871526225179,,1482,10,ENSG00000138075,0.5,False,False
0.03513894370888609,5.310596151350182,,4562,10,ENSG00000138079,0.10004642587750395,False,True
0.001196427129538824,12.07053674996132,,4133,10,ENSG00000138081,0.0038972027127217486,True,True
